nasdaq_Close,SPX_Close,Prediction,Residual,Excess
0.01744184354113676,0.0031156756258232665,0.00288155626460814,0.01456028727652862,0.014770389785872235
-0.005714280264718208,0.0005455206301101523,0.0006778447620362273,-0.006392125026754435,-0.006182022517410819
0.0057471209243953325,0.00400120187417663,0.003640827352375441,0.0021062935720198915,0.0023163960813635076
0.014285700661795575,0.0028817272914287706,0.002680963445742115,0.01160473721605346,0.011814839725397076
0.09436620919625471,0.0017467554316374923,0.001707811808315864,0.09265839738793885,0.09286849989728246
0.0025740001255609712,-0.009381166148364262,-0.007833530572385193,0.010407530697946164,0.01061763320728978
-0.04236199298100596,0.008325925658531075,0.007348947510468829,-0.04971094049147479,-0.049500837982131174
0.0,0.0024264254383745687,0.002290576900031294,-0.002290576900031294,-0.002080474390687678
0.10321709117318179,-0.010823130159869354,-0.009069904520162158,0.11228699569334394,0.11249709820268756
-0.024301314749622827,0.012499626599363545,0.010927577121114454,-0.03522889187073728,-0.03501878936139367
-0.06849311733341723,-0.010597829662970737,-0.008876726561097906,-0.059616390772319325,-0.05940628826297571
0.05080215420747902,-0.01894490338978838,-0.016033704414684557,0.06683585862216358,0.0670459611315072
0.015267160753269282,-0.022140988764300484,-0.018774103384692962,0.03404126413796224,0.03425136664730586
0.0,0.004598098012701168,0.0041526201775168355,-0.0041526201775168355,-0.003942517668173219
0.0,-0.004203199573680982,-0.0033938199247413887,0.0033938199247413887,0.0036039224340850048
0.005012586290047416,0.004880152210944955,0.004394460098476961,0.0006181261915704549,0.000828228700914071
-0.08478806313751697,-0.011817740959567224,-0.009922707274677863,-0.0748653558628391,-0.07465525335349549
0.0,-0.009829173828039273,-0.008217662921829919,0.008217662921829919,0.008427765431173535
-0.04632154571114222,0.014266108894671836,0.01244220069819581,-0.05876374640933803,-0.058553643899994415
0.007142884390694659,0.01297294837718499,0.011333414375265539,-0.00419052998457088,-0.003980427475227264
0.012765911108628014,-0.00547431142933863,-0.004483701205069027,0.01724961231369704,0.017459714823040658
-0.01960782480441492,-0.031140677888039425,-0.026490649069538737,0.006882824265123818,0.007092926774467434
0.0,0.002897118921960873,0.0026941605927248867,-0.0026941605927248867,-0.0024840580833812706
0.04000002997262131,-0.00886329049344714,-0.007389491773345304,0.04738952174596661,0.04759962425531023
0.0,0.013040132316577413,0.011391019469228403,-0.011391019469228403,-0.011180916959884787
-0.038461566172910966,-0.0022325735201887964,-0.0017041586752867802,-0.036757407497624184,-0.03654730498828057
0.0,0.009680437561949251,0.008510337958481481,-0.008510337958481481,-0.008300235449137865
0.0,-0.002744592819371894,-0.002143176096816073,0.002143176096816073,0.002353278606159689
0.0,0.01800074864554846,0.01564436889065753,-0.01564436889065753,-0.015434266381313913
0.0,0.0042379594555796984,0.0038438288858741185,-0.0038438288858741185,-0.0036337263765305024
0.0,0.006584742448973557,0.005856015966111773,-0.005856015966111773,-0.005645913456768157
0.0,0.002186622042297248,0.0020849638132046868,-0.0020849638132046868,-0.0018748613038610707
0.0014286041259765625,-0.0010458578339902491,-0.0006866406608789944,0.002115244786855557,0.002325347296199173
-0.051355224216851125,-0.012102809596931441,-0.010167131846826176,-0.04118809237002495,-0.04097798986068133
0.037593984423272,0.00972045942422195,0.008544653646987352,0.029049330776284646,0.029259433285628262
0.028985479203023967,-0.002081040179913507,-0.00157423041588422,0.030559709618908186,0.030769812128251802
0.05352114359790017,0.0014053791778985136,0.0014151077580448555,0.05210603583985531,0.052316138349198925
0.006684517460877837,0.01015850827289455,0.008920247059882029,-0.0022357295990041923,-0.002025627089660576
0.06905710045654145,0.0023304422719907514,0.0022082786697042926,0.06684882178683717,0.06705892429618078
0.023602431786521105,0.00042920160206150193,0.000578110084358676,0.02302432170216243,0.023234424211506045
-0.14563104885891243,0.0037361180334851696,0.0034135382161746774,-0.1490445870750871,-0.1488344845657435
0.1022727657571314,0.014007480947064943,0.012220446996968254,0.09005231876016315,0.09026242126950676
-0.0012886892508864323,-0.00017559601339156572,5.954234656658556e-05,-0.001348231597453018,-0.0011381290881094016
0.05806449151808213,0.0017127370855292146,0.0016786436761439425,0.05638584784193819,0.0565959503512818
-0.03780487195003024,0.00452455995494172,0.004089566912623631,-0.04189443886265387,-0.04168433635331025
-0.001267395717857167,0.004041519314613495,0.0036753964765695746,-0.004942792194426742,-0.004732689685083126
-0.04187816229866492,-0.00021734594703937127,2.3744968912419774e-05,-0.041901907267577344,-0.041691804758233725
-0.014569553739798957,0.000452194832708086,0.0005978250225401017,-0.015167378762339059,-0.014957276252995443
0.11155919276340653,0.0077791163013856135,0.006880100272825457,0.10467909249058108,0.10488919499992469
-0.03264817930090946,0.005821675803744153,0.0052017446298982814,-0.037849923930807744,-0.03763982142146413
-0.06000000238418579,-0.0003258460273372066,-6.928555857760595e-05,-0.05993071682560819,-0.05972061431626457
-0.023936147446166123,-0.005086446449439896,-0.0041511366246941754,-0.019785010821471948,-0.019574908312128332
0.008174378955344563,0.005095296193887933,0.004578929622965319,0.0035954493323792445,0.0038055518417228606
0.01351350045186761,0.007170966908320198,0.006358658641867112,0.007154841810000498,0.0073649443193441145
0.02533334096272788,-0.005493304207041971,-0.0044999860605584655,0.029833327023286345,0.03004342953262996
0.020806221875366404,-0.001704167338318907,-0.001251090754107306,0.022057312629473712,0.022267415138817328
-0.10063693903828197,0.000737722599547963,0.0008426432631280103,-0.10147958230140998,-0.10126947979206637
0.025495726600212487,0.005683234964352302,0.005083042189499785,0.0204126844107127,0.02062278692005632
