Price,Close,High,Low,Open,Volume
Ticker,UBFO,UBFO,UBFO,UBFO,UBFO
Date,,,,,
2010-01-04,2.4387307167053223,2.5362798267390114,2.308664820398917,2.4333109921631078,17397
2010-01-05,2.579634428024292,2.6826032409902276,2.357439192858318,2.4387302048912955,18605
2010-01-06,2.6109049320220947,2.6601669770339718,2.5780634646154814,2.6601669770339718,2751
2010-01-07,2.599957227706909,2.6820615180823792,2.572589182947765,2.6601668949574173,8851
2010-01-08,2.6437461376190186,2.649219558880045,2.5561685876780835,2.5561685876780835,5383
2010-01-11,2.731323003768921,2.731323003768921,2.5780628585663408,2.7094290095074234,23444
2010-01-12,2.6765880584716797,2.7313235228212025,2.5233271036538265,2.6327988128430557,5981
2010-01-13,2.589010238647461,2.7149029952838446,2.572589193189348,2.578063395335517,4785
2010-01-14,2.638272523880005,2.7094298216870896,2.5999574760940276,2.6765883521562515,1794
2010-01-15,2.6163783073425293,2.7313235973216003,2.6163783073425293,2.6930083965965492,15311
2010-01-19,2.605431079864502,2.68753538380695,2.528801135049057,2.5890106561505934,16268
2010-01-20,2.599957227706909,2.709429562841523,2.572589182947765,2.709429562841523,10287
2010-01-21,2.599957227706909,2.6930083613507434,2.5835368067063236,2.6930083613507434,1914
2010-01-22,2.654694080352783,2.654694080352783,2.6273260293355865,2.643746922385134,1914
2010-01-25,2.709429979324341,2.725850246750946,2.654693881392238,2.682061930358289,7536
2010-01-26,2.698482036590576,2.8024808037668625,2.682061770144839,2.7094298174760554,53707
2010-01-27,2.709429979324341,2.797006924305779,2.682061930358289,2.797006924305779,15071
2010-01-28,2.7422711849212646,2.7641651848970543,2.736797762976341,2.7477446068661884,11483
2010-01-29,2.764164924621582,2.769638970443257,2.758691503192039,2.764164924621582,10526
2010-02-01,2.8572161197662354,2.8572161197662354,2.7641651384995685,2.7751126065978493,4665
2010-02-02,2.8626902103424072,2.9502671371691718,2.8298484335127867,2.846269009731536,12081
2010-02-03,2.868163824081421,2.895531869209949,2.868163824081421,2.895531869209949,1316
2010-02-04,2.9502668380737305,2.955740258859736,2.8298481466252854,2.8955313814295573,1794
2010-02-05,2.599957227706909,2.950267295255324,2.589010228340506,2.8900577841028543,3828
2010-02-08,2.6163783073425293,2.791533109262086,2.5890102622251954,2.791533109262086,5622
2010-02-09,2.4904861450195312,2.6875354490152312,2.468591517745451,2.6875354490152312,12201
2010-02-10,2.632798671722412,2.6601667146262926,2.463117461330073,2.463117461330073,1794
2010-02-11,2.632798671722412,2.632798671722412,2.632798671722412,2.632798671722412,120
2010-02-12,2.73679780960083,2.73679780960083,2.6601670913015485,2.6601670913015485,1077
2010-02-16,2.8189010620117188,2.818901062011719,2.5616421331698347,2.5616421331698347,6818
2010-02-17,2.8134279251098633,2.818901347190059,2.736797830614405,2.818901347190059,5502
2010-02-18,2.73679780960083,2.8024807472354705,2.6711139353778877,2.6711139353778877,1316
2010-02-19,2.791532278060913,2.797005698136976,2.714902211624111,2.797005698136976,837
2010-02-22,2.73679780960083,2.73679780960083,2.73679780960083,2.73679780960083,120
2010-02-23,2.714902639389038,2.8024801841688185,2.714902639389038,2.8024801841688185,1435
2010-02-24,2.599957227706909,2.8024805403873185,2.5835368067063236,2.709429562841523,7057
2010-02-25,2.523326873779297,2.78058562449953,2.512379251173394,2.512379251173394,12560
2010-02-26,2.6109049320220947,2.7149030682410817,2.6109049320220947,2.7094296464380228,1675
2010-03-01,2.731323003768921,2.731323003768921,2.5616416604291863,2.5616416604291863,2033
2010-03-02,2.7258501052856445,2.7258501052856445,2.6327991182655506,2.6327991182655506,718
2010-03-03,2.6437461376190186,2.7203762206457873,2.5233269674257257,2.6930081777524846,8014
2010-03-04,2.714902639389038,2.8024801841688185,2.567115435011897,2.725849481265968,7655
2010-03-05,2.599957227706909,2.736797607600667,2.599957227706909,2.6820615180823792,12918
2010-03-08,2.8024799823760986,2.8024799823760986,2.6054301305651304,2.6437457914536724,16626
2010-03-09,2.6163783073425293,2.786059687556268,2.599957261734872,2.786059687556268,8253
2010-03-10,2.8626902103424072,2.8736370530241993,2.7039559963194444,2.7094294176603406,10646
2010-03-11,2.621852159500122,2.862690871194767,2.599957688592045,2.862690871194767,15311
2010-03-12,2.846269369125366,2.8517427911573825,2.6711139323749387,2.6875351350592886,11842
2010-03-15,2.6273252964019775,2.8298484427968438,2.6273252964019775,2.769638934673088,14473
2010-03-16,2.8572161197662354,2.8572161197662354,2.6820616253311824,2.7805860284508994,14832
2010-03-17,2.709429979324341,2.873637648728399,2.627325832426186,2.627325832426186,19976
2010-03-18,2.9338464736938477,2.9338464736938477,2.780585685569965,2.791532840122235,17823
2010-03-19,2.901005268096924,2.901005268096924,2.7422710446746765,2.77511251125291,18660
2010-03-22,2.786060094833374,2.868164242187679,2.714903416883211,2.791533517339318,19976
2010-03-23,2.868163824081421,2.8736372457894777,2.6820615542819453,2.868163824081421,24641
2010-03-24,2.8298487663269043,2.8298487663269043,2.769639251319534,2.769639251319534,1555
2010-03-25,2.6437461376190186,2.840795546937108,2.5452215890580017,2.840795546937108,35645
2010-03-26,2.5452218055725098,2.6382723163959194,2.5452218055725098,2.6273254729426503,5263
2010-03-29,2.5835366249084473,2.6820613293515327,2.227752536369451,2.4904854978124193,71171
2010-03-30,2.73679780960083,2.8462693723252306,2.5178539036617775,2.5178539036617775,44497
2010-03-31,2.709429979324341,2.7367980282903925,2.6656407263433075,2.7367980282903925,12918
2010-04-01,2.4795382022857666,2.769639244874399,2.4576442022021507,2.73679777645483,57894
2010-04-05,2.463118314743042,2.7805866921764455,2.463118314743042,2.698482535017632,32535
2010-04-06,2.5452218055725098,2.6711137833439755,2.485012293403032,2.495959136856301,10167
2010-04-07,2.5153911113739014,2.6701838870064685,2.5153911113739014,2.653599091708328,15633
2010-04-08,2.537503480911255,2.631484940998774,2.5153901686380724,2.631484940998774,1776
2010-04-09,2.537503480911255,2.708881768101927,2.5264464345296407,2.6535980971739477,13264
2010-04-12,2.5872585773468018,2.7088818778246377,2.432465072968626,2.6757116739242974,22739
2010-04-13,2.5706734657287598,2.7033536806091387,2.5043338265827004,2.6535986780780183,7935
2010-04-14,2.603843927383423,2.603843927383423,2.570673560247629,2.576202084851969,12790
2010-04-15,2.5983152389526367,2.7365238185035174,2.57620192241979,2.57620192241979,13856
2010-04-16,2.5983152389526367,2.7365238185035174,2.5817304466755506,2.5817304466755506,1540
2010-04-19,2.6204288005828857,2.6867692286324605,2.6204288005828857,2.6867692286324605,1776
2010-04-20,2.5983152389526367,2.631485447898966,2.5983152389526367,2.5983152389526367,4263
2010-04-21,2.6425418853759766,2.686768830861309,2.5817304597258044,2.5817304597258044,27950
2010-04-22,2.5983152389526367,2.6425418720183305,2.5540887619849824,2.61490065562188,4382
2010-04-23,2.603843927383423,2.7641652091834144,2.5485603984185636,2.6204285646081478,22502
2010-04-26,2.6535987854003906,2.7475804259606096,2.6535987854003906,2.7475804259606096,2369
2010-04-27,2.6867692470550537,2.7696938460972396,2.603844179718675,2.6867692470550537,5803
2010-04-28,2.6646552085876465,2.670183577110795,2.5983154107020647,2.6646552085876465,2842
2010-04-29,2.6370139122009277,2.6646551296051637,2.6314855438416447,2.6314855438416447,3198
2010-04-30,2.5983152389526367,2.631485447898966,2.5540887619849824,2.6204283993874444,11132
2010-05-03,2.747579574584961,2.8194477187693874,2.581729818961821,2.6646543845773882,25463
2010-05-04,2.6922965049743652,2.7586372336814518,2.6480701850258326,2.664654976957514,3908
2010-05-05,2.6535987854003906,2.6535987854003906,2.5706735696972975,2.6535987854003906,2369
2010-05-06,2.6259567737579346,2.7752214478393937,2.6259567737579346,2.7586369696908526,947
2010-05-07,2.6204288005828857,2.7475806632856514,2.6204288005828857,2.7475806632856514,1303
2010-05-10,2.681241035461426,2.681241035461426,2.59831580715743,2.681241035461426,711
2010-05-11,2.6370139122009277,2.6370139122009277,2.5762020163468584,2.5817305408041866,1184
2010-05-12,2.581731081008911,2.6204290432289246,2.54303233829851,2.5485608639126336,2132
2010-05-13,2.5983152389526367,2.5983152389526367,2.5983152389526367,2.5983152389526367,237
2010-05-14,2.5983152389526367,2.6038437632083977,2.570673398164029,2.570673398164029,829
2010-05-17,2.603843927383423,2.6535987756458925,2.515390811773015,2.515390811773015,8172
2010-05-18,2.5927865505218506,2.6535984403081443,2.5209183934143136,2.5209183934143136,3434
2010-05-19,2.5983152389526367,2.5983152389526367,2.5983152389526367,2.5983152389526367,829
2010-05-20,2.5983152389526367,2.6204283993874444,2.543031713473461,2.543031713473461,19778
2010-05-21,2.675712823867798,2.9023744202858572,2.5872596892757187,2.5872596892757187,14449
2010-05-24,2.482220411300659,2.7033535736956704,2.167105615863259,2.6535985731322835,56728
2010-05-25,2.631485939025879,2.631485939025879,2.349540671341669,2.366126091106329,11369
2010-05-26,2.742051601409912,2.742051601409912,2.625957117224908,2.6480702779753655,9001
2010-05-27,2.6535987854003906,2.714410214800933,2.6535987854003906,2.714410214800933,474
2010-05-28,2.6259567737579346,2.653598299129601,2.4988049453385583,2.653598299129601,3316
2010-06-01,2.498805522918701,2.6259573807282752,2.3771821899985675,2.6259573807282752,21436
2010-06-02,2.3827106952667236,2.4988055023413933,2.3827106952667236,2.4766921834560196,18712
2010-06-03,2.50433349609375,2.5540884920588613,2.4435214527856695,2.4435214527856695,3316
2010-06-04,2.487748861312866,2.4932766048402972,2.487748861312866,2.4932766048402972,4619
2010-06-07,2.487748861312866,2.487748861312866,2.487748861312866,2.487748861312866,0
2010-06-08,2.299785852432251,2.471164218898405,2.299785852432251,2.471164218898405,1184
2010-06-09,2.4103517532348633,2.432465066343513,2.244502139067014,2.2666152960776484,2487
2010-06-10,2.432465076446533,2.4877485935947945,2.4048233959214103,2.410351763246038,829
2010-06-11,2.3882391452789307,2.3882391452789307,2.294257660034396,2.294257660034396,829
2010-06-14,2.3882391452789307,2.3882391452789307,2.3882391452789307,2.3882391452789307,0
2010-06-15,2.3274269104003906,2.404823752216136,2.2223885400622145,2.2223885400622145,5329
2010-06-16,2.426936626434326,2.4877486688446853,2.349539949842476,2.349539949842476,8527
2010-06-17,2.426936626434326,2.449049940303709,2.2610870065609854,2.3329551595629643,23923
2010-06-18,2.3827106952667236,2.482220708299933,2.3218987951603483,2.3771821704228104,29608
2010-06-21,2.6922965049743652,2.7088822334942626,2.2997851837155086,2.3495401839026977,39556
2010-06-22,2.3771820068359375,2.64254197129761,2.344012577133642,2.64254197129761,15514
2010-06-23,2.6591274738311768,2.686769004348267,2.426937087726731,2.426937087726731,14567
2010-06-24,2.5927865505218506,2.670183231535083,2.554088600260308,2.670183231535083,3079
2010-06-25,2.559617519378662,2.576202314177765,2.504334141590692,2.576202314177765,1066
2010-06-28,2.559617519378662,2.559617519378662,2.559617519378662,2.559617519378662,0
2010-06-29,2.360598087310791,2.559618004056493,2.3550695611674612,2.559618004056493,3553
2010-06-30,2.0123116970062256,2.487748256672236,1.9791414975507902,2.4048230702296367,49385
2010-07-01,2.01784086227417,2.0897090262558344,1.9349156494235176,2.0454825478583722,10777
2010-07-02,2.095238208770752,2.46010797990935,1.8851612386902081,1.9570294252445075,30318
2010-07-06,2.321899652481079,2.3274280232681908,2.1560497776526466,2.1560497776526466,16699
2010-07-07,2.344012498855591,2.3771819274501964,2.200275238350847,2.200275238350847,13501
2010-07-08,2.487748861312866,2.5153905448126377,2.3827103391353095,2.3827103391353095,13146
2010-07-09,2.4048240184783936,2.4766921879116075,2.2666158922697126,2.454579025084508,16462
2010-07-12,2.4214086532592773,2.426937021651401,2.332955539475527,2.332955539475527,8764
2010-07-13,2.261087417602539,2.3771820633500305,2.238974099713191,2.3716536948531814,12790
2010-07-14,2.3827106952667236,2.388239220110637,2.194747718888131,2.3163708947086583,13738
2010-07-15,2.288729190826416,2.3716537848371395,2.283200666021758,2.3716537848371395,5922
2010-07-16,2.3274269104003906,2.404823752216136,2.3274269104003906,2.371653543353926,5329
2010-07-19,2.3550689220428467,2.371653715481549,2.261087437269214,2.261087437269214,1303
2010-07-20,2.3550689220428467,2.3550689220428467,2.3550689220428467,2.3550689220428467,0
2010-07-21,2.244502544403076,2.3384840250134977,2.244502544403076,2.261087337107102,8053
2010-07-22,2.471163749694824,2.5153908545961414,2.3495404209761026,2.3550689456745624,11606
2010-07-23,2.449050188064575,2.5264468724863467,2.42140850390694,2.482220396371381,8645
2010-07-26,2.2721428871154785,2.5209178209909626,2.238973312193398,2.4822197234185452,8764
2010-07-27,2.426936626434326,2.5706730885363047,2.277671796840497,2.476691621664943,9948
2010-07-28,2.498805522918701,2.5540890547344715,2.3937677646668867,2.5540890547344715,355
2010-07-29,2.471163749694824,2.559617335105252,2.449050431391243,2.559617335105252,1303
2010-07-30,2.321899652481079,2.5430329229843984,2.2776731544785287,2.5264481228192914,12435
2010-08-02,2.4158811569213867,2.4490507484254955,2.33295592937654,2.3827109410249903,4500
2010-08-03,2.449050188064575,2.47669187222221,2.42140850390694,2.42140850390694,711
2010-08-04,2.3495399951934814,2.4877487168634067,2.3440122519870155,2.4877487168634067,11251
2010-08-05,2.3827106952667236,2.4048240141520973,2.371653801676953,2.371653801676953,1184
2010-08-06,2.321899652481079,2.4103532728786337,2.29425857903609,2.3882401019264154,4500
2010-08-09,2.294257640838623,2.382710600672397,2.294257640838623,2.3495403895141203,3434
2010-08-10,2.3053131103515625,2.3329547873021172,2.294256845426129,2.3329547873021172,4145
2010-08-11,2.321899652481079,2.3495413503185225,2.1947485292605395,2.3495413503185225,21436
2010-08-12,2.3550689220428467,2.360597446685831,2.338484128604144,2.360597446685831,4737
2010-08-13,2.3274269104003906,2.349540226877158,2.3274269104003906,2.349540226877158,1066
2010-08-16,2.3716530799865723,2.476691429802631,2.321898088610335,2.3495397678302457,5803
2010-08-17,2.4435219764709473,2.4435219764709473,2.421408813633946,2.421408813633946,3198
2010-08-18,2.449050188064575,2.449050188064575,2.426936871958074,2.4435216639154045,829
2010-08-19,2.4379937648773193,2.4379937648773193,2.4158804501801523,2.4324652410804948,5566
2010-08-20,2.4601070880889893,2.4822204042658194,2.4269368796766893,2.465635612255743,3553
2010-08-23,2.4048240184783936,2.4048240184783936,2.377182174699379,2.377182174699379,3908
2010-08-24,2.3771820068359375,2.3771820068359375,2.3495403211068817,2.3495403211068817,592
2010-08-25,2.4158811569213867,2.4822209643218915,2.3495407251285942,2.3495407251285942,2605
2010-08-26,2.3550689220428467,2.382710608669468,2.3440126532471286,2.382710608669468,8053
2010-08-27,2.50433349609375,2.5153903873386962,2.332955194002591,2.3827101899677023,11961
2010-08-30,2.3771820068359375,2.4379940588555593,2.3771820068359375,2.415880741491924,11132
2010-08-31,2.509861946105957,2.537503784881188,2.45457858075155,2.45457858075155,2250
2010-09-01,2.3771820068359375,2.4822205374847854,2.2776721567486002,2.4822205374847854,19659
2010-09-02,2.3771820068359375,2.3992953241995734,2.3771820068359375,2.3992953241995734,2961
2010-09-03,2.4048240184783936,2.520918825761919,2.377182174699379,2.377182174699379,2724
2010-09-07,2.3771820068359375,2.498805330384956,2.2997853180141905,2.4379940588555593,8053
2010-09-08,2.3771820068359375,2.3771820068359375,2.3771820068359375,2.3771820068359375,237
2010-09-09,2.3771820068359375,2.388239055762868,2.3771820068359375,2.388239055762868,355
2010-09-10,2.487748861312866,2.504333652875484,2.377181815117716,2.377181815117716,17054
2010-09-13,2.493277072906494,2.5319758117064173,2.321898884011317,2.4545791145968803,18949
2010-09-14,2.321899652481079,2.432466599928966,2.321899652481079,2.39376862881164,1421
2010-09-15,2.4103517532348633,2.4656352701535096,2.4103517532348633,2.4545783794521623,592
2010-09-16,2.3771820068359375,2.3771820068359375,2.3771820068359375,2.3771820068359375,592
2010-09-17,2.487748861312866,2.487748861312866,2.377181815117716,2.377181815117716,4382
2010-09-20,2.3771820068359375,2.421408641563209,2.3771820068359375,2.410352217028459,29726
2010-09-21,2.3771820068359375,2.3771820068359375,2.3771820068359375,2.3771820068359375,118
2010-09-22,2.3771820068359375,2.3771820068359375,2.3771820068359375,2.3771820068359375,0
2010-09-23,2.3771820068359375,2.3771820068359375,2.3771820068359375,2.3771820068359375,0
2010-09-24,2.3771820068359375,2.3771820068359375,2.3771820068359375,2.3771820068359375,0
2010-09-27,2.3882391452789307,2.487749155194151,2.3771820959375596,2.4822206305234653,15988
2010-09-28,2.482220411300659,2.482220411300659,2.482220411300659,2.482220411300659,237
2010-09-29,2.543031930923462,2.543031930923462,2.404823963946828,2.41035233257727,15396
2010-09-30,2.509861946105957,2.515390469959031,2.41588047476031,2.4877487872818276,12672
2010-10-01,2.449050188064575,2.5209185044352123,2.42140850390694,2.482220396371381,2842
2010-10-04,2.50433349609375,2.543031444715892,2.388238713639187,2.50433349609375,12790
2010-10-05,2.465635299682617,2.576201554354006,2.432465095475365,2.520918192871286,5448
2010-10-06,2.551711320877075,2.5740458277365974,2.440039254873568,2.5740458277365974,2931
2010-10-07,2.5126266479492188,2.568462608363763,2.4456229647183942,2.4456229647183942,4808
2010-10-08,2.5405447483062744,2.579629672688015,2.428872041705605,2.579629672688015,11491
2010-10-11,2.4679582118988037,2.601964994048043,2.4679582118988037,2.601964994048043,5746
2010-10-12,2.473540782928467,2.473540782928467,2.473540782928467,2.473540782928467,235
2010-10-13,2.5684618949890137,2.601963493152484,2.490291291143573,2.590796553928006,3987
2010-10-14,2.6522164344787598,2.6522164344787598,2.4791241631443643,2.4791241631443643,17354
2010-10-15,2.6466333866119385,2.652216701669716,2.5963807413270428,2.6466333866119385,6097
2010-10-18,2.769472360610962,2.791806870521651,2.691301888119663,2.70246945527112,4221
2010-10-19,2.735971212387085,2.7918071811808596,2.624298962603388,2.735971212387085,18058
2010-10-20,2.7136363983154297,2.7136363983154297,2.6298822983376597,2.6298822983376597,13367
2010-10-21,2.7471389770507812,2.7918073806417616,2.708053265369206,2.7136368938671214,1876
2010-10-22,2.7415542602539062,2.7471381993672415,2.641049600135501,2.7359706333366525,2111
2010-10-25,2.6019647121429443,2.7918072947403427,2.6019647121429443,2.68571866874038,2228
2010-10-26,2.6801345348358154,2.7303871744375114,2.518209831080004,2.624298268611709,20403
2010-10-27,2.618715524673462,2.6968860022206123,2.607547956799717,2.6745514908653885,2814
2010-10-28,2.6689674854278564,2.7136358722014897,2.6075472828789144,2.6577999204403695,1642
2010-10-29,2.735971212387085,2.735971212387085,2.708053071892124,2.708053071892124,235
2010-11-01,2.735971212387085,2.735971212387085,2.735971212387085,2.735971212387085,117
2010-11-02,2.5461273193359375,2.7303866503087506,2.5461273193359375,2.7303866503087506,9498
2010-11-03,2.7303879261016846,2.780640267341571,2.5461285090323647,2.5461285090323647,12429
2010-11-04,2.618715524673462,2.7638892240901507,2.5684628741242084,2.735971084896121,8912
2010-11-05,2.735971212387085,2.735971212387085,2.624298962603388,2.624298962603388,2931
2010-11-08,2.596381187438965,2.629882644522371,2.596381187438965,2.629882644522371,5746
2010-11-09,2.6689674854278564,2.735970377784359,2.5684622103049457,2.6801344260232387,7505
2010-11-10,2.6689674854278564,2.6968853052103903,2.6689674854278564,2.6968853052103903,352
2010-11-11,2.6801345348358154,2.7024690413254584,2.5740457851080456,2.6354655218565304,3635
2010-11-12,2.663383960723877,2.6968860404274704,2.48470880393919,2.6298825054125583,12898
2010-11-15,2.3451180458068848,2.629882437919859,2.1887767803138662,2.629882437919859,36702
2010-11-16,2.2055277824401855,2.3786200844281065,2.183193271719414,2.373035988453727,10905
2010-11-17,2.2892816066741943,2.3730356994819752,2.2334454927696594,2.2334454927696594,12781
2010-11-18,2.30603289604187,2.3116163675548895,2.3004494245288503,2.3004494245288503,10553
2010-11-19,2.2055277824401855,2.3004494530034667,2.1329406225976766,2.3004494530034667,13836
2010-11-22,2.149691581726074,2.2334456816155672,2.0436029719470863,2.2334456816155672,4104
2010-11-23,2.2613637447357178,2.2613637447357178,2.1496915111506123,2.177609647595914,16416
2010-11-24,2.31719970703125,2.3227831782261172,2.31719970703125,2.31719970703125,1759
2010-11-26,2.2892816066741943,2.3451177205787292,2.2892816066741943,2.3451177205787292,821
2010-11-29,2.2892816066741943,2.2892816066741943,2.239028963671874,2.239028963671874,938
2010-11-30,2.1776092052459717,2.26136328537234,2.1776092052459717,2.2446120947118198,4339
2010-12-01,2.05476975440979,2.1887764910972147,2.049186283471021,2.1776095492196768,17120
2010-12-02,2.1776092052459717,2.356284930004402,2.093855125119603,2.093855125119603,12429
2010-12-03,2.0994389057159424,2.2334454849593848,2.0994389057159424,2.2334454849593848,7387
2010-12-06,2.11618971824646,2.132940129117453,2.099438682983364,2.1106056235640254,4339
2010-12-07,2.11618971824646,2.1776092963223332,2.11618971824646,2.1776092963223332,4456
2010-12-08,2.093855381011963,2.1385237713174754,2.093855381011963,2.1329403005783054,6566
2010-12-09,2.05476975440979,2.138523847765897,2.05476975440979,2.105022397741107,30018
2010-12-10,2.0045175552368164,2.021268594852517,1.96543247255847,2.0101016513702272,39633
2010-12-13,1.9765994548797607,1.9989341227735355,1.8984288196928618,1.9989341227735355,16182
2010-12-14,1.9821830987930298,2.038019851423383,1.9151801819820375,1.9821830987930298,13250
2010-12-15,1.943097472190857,2.010101145496941,1.9263464367908156,1.9542644128628122,22748
2010-12-16,2.0491857528686523,2.0491857528686523,1.9821820896783293,2.0268512505045457,8208
2010-12-17,2.1050233840942383,2.1776105695850654,2.010102304383318,2.0380202965509033,25210
2010-12-20,2.0994389057159424,2.144107921561799,2.0380193211239743,2.088271963950563,75397
2010-12-21,2.093855381011963,2.1106057932294724,2.049186210216258,2.0603531516945974,7505
2010-12-22,2.093855381011963,2.093855381011963,2.049186210216258,2.082687659043431,20872
2010-12-23,2.110605478286743,2.1441075465069206,2.038018964626486,2.0771038783606115,169438
2010-12-27,2.1720259189605713,2.222278402507773,2.1217732793153368,2.1217732793153368,49717
2010-12-28,2.127357006072998,2.222278670169011,2.127357006072998,2.2111111033733772,8794
2010-12-29,2.149691581726074,2.177609719087943,2.0882721478241324,2.149691581726074,15361
2010-12-30,2.1720259189605713,2.2334453435662045,2.0826875807285337,2.116189808786121,40337
