Price,Close,High,Low,Open,Volume
Ticker,WHLR,WHLR,WHLR,WHLR,WHLR
Date,,,,,
2012-11-19,275036448.0,286496300.0,252116744.0,286496300.0,0
2012-11-20,280078848.0,309416075.9410802,279620453.81342065,286037972.4255319,0
2012-11-21,280537216.0,284204369.1503268,279391230.6405229,284204369.1503268,0
2012-11-23,275036448.0,281912359.2,275036448.0,281912359.2,0
2012-11-26,272286112.0,275036476.7676768,261284652.92929292,274578082.63973063,0
2012-11-27,268160560.0,275036471.7948718,267931362.94017094,274578077.6752137,0
2012-11-28,275036448.0,275036448.0,266831193.968,275036448.0,0
2012-11-29,274073792.0,275036419.4681385,265868538.81920055,275036419.4681385,0
2012-11-30,275036448.0,275036448.0,265868566.4,265868566.4,0
2012-12-03,271827744.0,275494897.376054,265868619.76391232,275494897.376054,0
2012-12-04,275036448.0,284204329.6,265868566.4,284204329.6,0
2012-12-05,268618976.0,286496348.12286687,265868611.05802047,286496348.12286687,0
2012-12-06,265868592.0,275494868.6068966,265868592.0,274990635.07034487,0
2012-12-07,273615392.0,273615392.0,273615392.0,273615392.0,0
2012-12-10,270910912.0,275036458.88324875,268160547.4111675,274578064.78511,0
2012-12-11,272286112.0,275953265.023569,272286112.0,274440564.4013468,0
2012-12-12,268160560.0,271827712.95726496,266326983.52136752,271827712.95726496,0
2012-12-13,266785376.0,268618952.46735394,265868587.766323,268618952.46735394,0
2012-12-14,267243744.0,267702138.07204118,265868561.7838765,267702138.07204118,0
2012-12-17,265868592.0,271827715.61379313,265868592.0,266326986.12413794,0
2012-12-18,265868592.0,280995598.0965517,265868592.0,267243774.3724138,0
2012-12-19,272744416.0,284662659.3882353,265868506.3529412,268618870.2117647,0
2012-12-20,270452512.0,273202876.52881354,265868571.1186441,265868571.1186441,0
2012-12-21,265868592.0,275036474.48275864,265868592.0,270452533.2413793,0
2012-12-24,266326960.0,266326960.0,266326960.0,266326960.0,0
2012-12-26,266326960.0,266326960.0,266326960.0,266326960.0,0
2012-12-27,270452512.0,291538640.0542373,265868571.1186441,265868571.1186441,0
2012-12-28,270910912.0,313541563.12690353,265868576.92047378,313541563.12690353,0
2012-12-31,282370752.0,303640237.2155844,265868565.1948052,265868565.1948052,0
2013-01-02,282370752.0,291080239.4805195,268618929.66233766,285121116.46753246,0
2013-01-03,275036448.0,278245206.56,271369295.36,271369295.36,0
2013-01-04,274119680.0,279620409.3645485,274119680.0,279162015.25083613,0
2013-01-07,276411616.0,276411616.0,269077311.0978441,273661251.66169155,0
2013-01-08,275036448.0,278703600.64,275036448.0,275953236.16,0
2013-01-09,275082272.0,286496283.95267457,268618915.83402765,275953220.70321614,0
2013-01-10,274119680.0,275494862.3411371,272927855.3043478,275494862.3411371,0
2013-01-11,277328384.0,277328384.0,276869989.9768595,276869989.9768595,0
2013-01-14,275494880.0,278703639.0016639,275494880.0,278703639.0016639,0
2013-01-15,275494880.0,285854587.63394344,275494880.0,285854587.63394344,0
2013-01-16,283745984.0,283745984.0,275494889.1502423,277328465.7835218,0
2013-01-17,275953248.0,284662735.8936877,275953248.0,284662735.8936877,0
2013-01-18,277328384.0,284204294.3471074,277328384.0,284204294.3471074,0
2013-01-22,276411616.0,279161980.33830845,276411616.0,279161980.33830845,0
2013-01-23,278245184.0,284204306.5568369,277924308.17001647,278703578.0428336,0
2013-01-24,276870048.0,281453989.192053,276411653.8807947,276411653.8807947,0
2013-01-25,277328384.0,283287506.30082643,276411595.953719,278703566.06942147,0
2013-01-28,277328384.0,282829112.27768594,277328384.0,282829112.27768594,0
2013-01-29,277786816.0,281912362.77227724,275953239.6567657,279161998.2574257,0
2013-01-30,278703616.0,280995586.5263158,278245221.8947368,279620404.21052635,0
2013-01-31,276411616.0,281453950.62023216,276411616.0,281453950.62023216,0
2013-02-01,277328384.0,280995536.185124,275036413.88429755,278245172.046281,0
2013-02-04,279620384.0,281912354.3606557,276594983.1239344,280995566.2163934,0
2013-02-05,278245184.0,279620366.1285008,278245184.0,279620366.1285008,0
2013-02-06,275494880.0,280995609.7171381,275494880.0,276870062.4292845,0
