Price,Close,High,Low,Open,Volume
Ticker,APOG,APOG,APOG,APOG,APOG
Date,,,,,
2010-01-04,10.697566032409668,10.870228158058588,10.599974116027035,10.727594259302062,167900
2010-01-05,10.840195655822754,11.110450307196016,10.509885290279913,10.690054580576009,617000
2010-01-06,10.660028457641602,10.975325135503796,10.562436560595755,10.810169562354728,205600
2010-01-07,10.630001068115234,10.840198631154031,10.584959091143007,10.652522056601349,215400
2010-01-08,10.90025520324707,10.90025520324707,10.584958517802452,10.622493257936444,170800
2010-01-11,10.765127182006836,10.997845706533608,10.63750706884213,10.997845706533608,188200
2010-01-12,10.945297241210938,10.982832697491737,10.614986800984326,10.66002877577786,389600
2010-01-13,11.418246269226074,11.455781738646658,11.035385769809276,11.035385769809276,403700
2010-01-14,11.523340225219727,11.68849507043777,11.268100007791032,11.343170196727632,545900
2010-01-15,11.665974617004395,11.748552043376725,11.38070616781465,11.613425410761023,392000
2010-01-19,12.25152587890625,12.274047582073864,11.568383299932673,11.658467964815303,404800
2010-01-20,11.628439903259277,12.108891455913641,11.523341484080778,12.108891455913641,314100
2010-01-21,11.320651054382324,11.688496973057415,11.193030924894343,11.62093329086621,235200
2010-01-22,10.960310935974121,11.4482696853724,10.915268248432646,11.1855222258938,244600
2010-01-25,10.930282592773438,11.117959142872417,10.847704452535185,11.0954374413915,174500
2010-01-26,10.817678451538086,11.050397736393428,10.772636471197936,10.930284834247201,178500
2010-01-27,10.765127182006836,10.832690855556297,10.547422409419259,10.810169153753655,229200
2010-01-28,10.524903297424316,10.757621863384848,10.397283161537821,10.757621863384848,242600
2010-01-29,10.329718589782715,10.705071729970204,10.314704120529152,10.599972592983159,248800
2010-02-01,10.4723482131958,10.584954539058383,10.31469992973139,10.434812771241607,183400
2010-02-02,10.54742431640625,10.584959776934543,10.299691279220617,10.502381620586425,211700
2010-02-03,10.464841842651367,10.629997371281178,10.38977166849532,10.502377287693925,137300
2010-02-04,10.021926879882812,10.524900032112384,10.014419646941084,10.389772702877831,175600
2010-02-05,10.114080429077148,10.18961457617587,9.87992291625718,10.083866626166884,246400
2010-02-08,9.993221282958984,10.19716492727422,9.978114746539514,10.151843877308506,136900
2010-02-09,10.12918758392334,10.151847757390192,9.751514664490827,10.151847757390192,243200
2010-02-10,10.068758964538574,10.15184673915255,9.857262352568732,10.091419135732593,171800
2010-02-11,10.29536247253418,10.310469012676663,9.849708372846598,10.008331006288723,259800
2010-02-12,10.438879013061523,10.446432644154548,10.166954776897837,10.219828753841186,125000
2010-02-16,10.612611770629883,10.612611770629883,10.36334764058814,10.537076880163978,70600
2010-02-17,10.771233558654785,11.292421953913676,10.65793123248265,11.292421953913676,131100
2010-02-18,10.89208698272705,10.899640613951172,10.65037654638652,10.79389193787523,78200
2010-02-19,10.907190322875977,10.944957747555554,10.657926328485962,10.892083785216371,145200
2010-02-22,10.99028205871582,11.133797450611128,10.869426840203156,10.914747186968443,78600
2010-02-23,10.778782844543457,11.058260650500884,10.665480564060985,11.005385964800897,123600
2010-02-24,10.801441192626953,10.899636197692626,10.650372231123466,10.839208613091232,130700
2010-02-25,10.831657409667969,10.831657409667969,10.484198360252059,10.71080221341092,119700
2010-02-26,10.793889999389648,11.005386593204728,10.650374633675009,10.869424857357645,119900
2010-03-01,11.22443675994873,11.247097649436451,10.72590871687948,10.884531341524587,140500
2010-03-02,11.36039924621582,11.405720304960171,11.133795393201645,11.209330250990966,137000
2010-03-03,11.337740898132324,11.481256286559484,11.269759659273284,11.398168505928382,185400
2010-03-04,11.307523727416992,11.45103907311243,11.164007661367862,11.315076635877189,94900
2010-03-05,11.707858085632324,11.745625513850282,11.307525075371052,11.337738873874661,170600
2010-03-08,11.700303077697754,11.85892568124543,11.632321858983936,11.65498274545767,92200
2010-03-09,11.692752838134766,11.730520272851233,11.571897623325192,11.6549861237722,140700
2010-03-10,11.821160316467285,11.889141547021966,11.526575944535425,11.73051891584565,134100
2010-03-11,11.526573181152344,11.707855938934848,11.435931802261093,11.707855938934848,120500
2010-03-12,11.488812446594238,11.617221321515306,11.383063749496282,11.617221321515306,68000
2010-03-15,11.398165702819824,11.59455574003649,11.118687905405519,11.435933128492834,175600
2010-03-16,11.390616416931152,11.466151297079117,11.337742433039981,11.405723681102348,132700
2010-03-17,11.556790351867676,11.64743175725107,11.39816771235827,11.45104168541012,155700
2010-03-18,11.722965240478516,11.89669440023596,11.443486706371177,11.587002788248325,129000
2010-03-19,11.685201644897461,11.858930861631455,11.556792780201027,11.813610509593895,254000
2010-03-22,12.017552375793457,12.055319812419398,11.49636405548806,11.677646886867857,159300
2010-03-23,12.463207244873047,12.50852759509254,11.926911631582533,12.025106684196738,162700
2010-03-24,12.161065101623535,12.455649440426832,12.153511472332749,12.349901511770772,131900
2010-03-25,12.251709938049316,12.59161616818681,12.183728692021818,12.2819244654873,157100
2010-03-26,11.926908493041992,12.402776367246915,11.919354863208472,12.334795139452813,149600
2010-03-29,12.047767639160156,12.138409065820351,11.889144962416308,11.994893653696883,166900
2010-03-30,12.289473533630371,12.387667829923275,11.836265875315785,12.085529871282693,99400
2010-03-31,11.942012786865234,12.500967569005198,11.934459158907686,12.206383282196924,172100
2010-04-01,12.0326566696167,12.22904671533066,11.790945567063455,12.062870467391635,121100
2010-04-05,12.27436637878418,12.402775192375143,11.949567530247778,12.025102380720245,140300
2010-04-06,12.659591674804688,12.69735837627212,12.062868715163187,12.213937682093885,182700
2010-04-07,12.516082763671875,12.757793248797636,12.312139001581464,12.606724915948103,210400
2010-04-08,10.839213371276855,11.4888105510781,10.5748420323271,10.597502206411553,1142800
2010-04-09,10.393558502197266,10.801445210143914,10.265149657070182,10.778785037578515,617200
2010-04-12,10.491755485534668,10.627717266443913,10.310471910398958,10.431327867274108,269700
2010-04-13,10.461541175842285,10.597502950246053,10.287811241390253,10.431327368157671,581300
2010-04-14,10.144292831420898,10.650374500561348,9.978116578180536,10.559732383991127,462800
2010-04-15,9.728851318359375,10.197165499291815,9.59288888118897,10.15939807559407,552800
2010-04-16,9.857259750366211,10.015882347557527,9.645763194229012,9.706190781696783,484400
2010-04-19,9.940350532531738,9.970564335473778,9.630658872287354,9.774174256173575,408500
2010-04-20,9.857259750366211,10.008328719035639,9.615548680141464,9.993221461991865,359100
2010-04-21,10.03099250793457,10.061206312583165,9.834603137895664,9.834603137895664,330800
2010-04-22,10.038545608520508,10.106526845474656,9.766621381057803,9.766621381057803,299900
2010-04-23,10.272706031799316,10.446435268458858,9.98567446134286,10.076315896167937,399900
2010-04-26,10.250043869018555,10.461541244553974,10.21227714943023,10.28781130896088,231200
2010-04-27,10.234933853149414,10.431323897942836,10.008330010722677,10.166952628386017,539200
2010-04-28,10.302915573120117,10.33312937220565,10.17450674691815,10.272701774034582,609800
2010-04-29,10.733460426330566,10.733460426330566,10.272699894490747,10.370894183287277,336700
2010-04-30,10.378446578979492,10.808993986473684,10.378446578979492,10.748565686182955,353600
2010-05-03,10.673036575317383,10.710804010573144,10.272703490455706,10.340684009491381,347200
2010-05-04,10.461541175842285,10.55218259889613,10.355792488769136,10.484201351517248,397100
2010-05-05,10.763679504394531,10.95251598692777,10.23493749737227,10.446434156110373,563100
2010-05-06,10.688143730163574,11.050710120916285,10.212276467853693,10.66548355585214,461200
2010-05-07,10.378446578979492,10.846760683669224,10.318018999042337,10.657924316277224,522600
2010-05-10,10.937407493591309,10.95251475626639,10.50686059230651,10.680590511300297,235600
2010-05-11,10.89208698272705,10.952514591812184,10.673036719704964,10.756124502108541,221200
2010-05-12,11.337740898132324,11.398168505928382,10.869426577535927,10.876979488245004,245000
2010-05-13,11.254656791687012,11.330191691102705,11.065820263501967,11.26221042569942,301100
2010-05-14,11.081480979919434,11.172623984409368,10.75488467057534,11.172623984409368,272200
2010-05-17,11.020720481872559,11.362506976467893,10.656147689787973,11.096672633815793,369400
2010-05-18,10.853619575500488,11.195405912228948,10.633357205223039,11.195405912228948,248400
2010-05-19,10.648548126220703,10.967548177872555,10.466261451125385,10.815643218909774,311900
2010-05-20,10.048523902893066,10.534620574870077,10.002952769972154,10.443477584688155,200200
2010-05-21,10.405503273010254,10.466265278817067,9.737120484795051,9.896620931123,316600
2010-05-24,10.116883277893066,10.458670462422079,10.094097707037879,10.35993202292928,167000
2010-05-25,9.858641624450684,9.95738003620796,9.547236254322371,9.949785330949735,234700
2010-05-26,9.851048469543457,10.268787746770817,9.813072039915488,9.889024899171426,173400
2010-05-27,10.443479537963867,10.481455972060873,10.033335643264714,10.109288511458725,124200
2010-05-28,10.375120162963867,10.549811437434583,10.185238752296621,10.38271559323218,176400
