Date,Close,High,Low,Open,Volume,Daily Return,MA20,MA50,Range
2010-01-04,6.695000171661377,6.83050012588501,6.6570000648498535,6.8125,151998000,,,,0.17350006103515625
2010-01-05,6.734499931335449,6.77400016784668,6.5904998779296875,6.671500205993652,177038000,0.0058998892697967875,,,0.1835002899169922
2010-01-06,6.612500190734863,6.736499786376953,6.582499980926514,6.730000019073486,143576000,-0.018115634693665172,,,0.15399980545043945
2010-01-07,6.5,6.616000175476074,6.440000057220459,6.600500106811523,220604000,-0.0170132608680289,,,0.17600011825561523
2010-01-08,6.676000118255615,6.684000015258789,6.451499938964844,6.5279998779296875,196610000,0.027076941270094634,,,0.2325000762939453
2010-01-11,6.515500068664551,6.639999866485596,6.4604997634887695,6.63100004196167,175588000,-0.024041349123433142,,,0.17950010299682617
2010-01-12,6.367499828338623,6.491000175476074,6.327499866485596,6.44950008392334,181926000,-0.022715100723843973,,,0.16350030899047852
2010-01-13,6.45550012588501,6.485499858856201,6.287499904632568,6.394999980926514,214464000,0.013820227706130561,,,0.1979999542236328
2010-01-14,6.367499828338623,6.519000053405762,6.320000171661377,6.456999778747559,195498000,-0.013631832674516842,,,0.19899988174438477
2010-01-15,6.35699987411499,6.482500076293945,6.353000164031982,6.459000110626221,307530000,-0.001648991677534517,,,0.1294999122619629
2010-01-19,6.380499839782715,6.400000095367432,6.2164998054504395,6.315499782562256,177852000,0.0036967069581697043,,,0.1835002899169922
2010-01-20,6.289000034332275,6.460000038146973,6.254000186920166,6.356500148773193,181494000,-0.014340538789756496,,,0.20599985122680664
2010-01-21,6.330999851226807,6.40749979019165,6.25,6.36299991607666,199412000,0.006678298086381096,,,0.1574997901916504
2010-01-22,6.071499824523926,6.383500099182129,6.038000106811523,6.28000020980835,231378000,-0.040988790522968555,,,0.34549999237060547
2010-01-25,6.015500068664551,6.113999843597412,5.906000137329102,6.105000019073486,240478000,-0.009223380956577043,,,0.20799970626831055
2010-01-26,5.973999977111816,6.14900016784668,5.953000068664551,6.0279998779296875,191180000,-0.006898859792041745,,,0.1960000991821289
2010-01-27,6.137499809265137,6.166500091552734,5.940000057220459,6.051499843597412,295306000,0.02736856926343112,,,0.2265000343322754
2010-01-28,6.301499843597412,6.360000133514404,6.139999866485596,6.221499919891357,545862000,0.02672098402100187,,,0.2200002670288086
2010-01-29,6.270500183105469,6.59250020980835,6.206999778747559,6.488500118255615,589426000,-0.004919409864532542,,,0.385500431060791
2010-02-01,5.94350004196167,6.243000030517578,5.690999984741211,6.158999919891357,755488000,-0.05214897242564975,6.349774980545044,,0.5520000457763672
2010-02-02,5.906000137329102,5.948999881744385,5.71999979019165,5.939499855041504,461594000,-0.006309397554944973,6.31032497882843,,0.22900009155273438
2010-02-03,5.954999923706055,5.980500221252441,5.828000068664551,5.855999946594238,248118000,0.008296611113712604,6.271349978446961,,0.15250015258789062
2010-02-04,5.796999931335449,6.016499996185303,5.7870001792907715,5.932000160217285,255680000,-0.026532324835409127,6.23057496547699,,0.22949981689453125
2010-02-05,5.869500160217285,5.882500171661377,5.704999923706055,5.794000148773193,220496000,0.01250650849415047,6.199049973487854,,0.17750024795532227
2010-02-08,5.8414998054504395,6.050000190734863,5.828000068664551,5.968999862670898,197804000,-0.004770483687287164,6.157324957847595,,0.2220001220703125
2010-02-09,5.901500225067139,5.954500198364258,5.849999904632568,5.909999847412109,184460000,0.010271406593340249,6.126624965667725,,0.10450029373168945
2010-02-10,5.868000030517578,5.930500030517578,5.800000190734863,5.900000095367432,124664000,-0.005676555667534444,6.101649975776672,,0.13049983978271484
2010-02-11,6.004499912261963,6.020999908447266,5.824999809265137,5.860499858856201,166870000,0.023261738417602817,6.07909996509552,,0.1960000991821289
2010-02-12,5.982999801635742,5.997000217437744,5.875,5.94950008392334,161470000,-0.003580666323654169,6.059874963760376,,0.12200021743774414
2010-02-16,5.876500129699707,6.025000095367432,5.859000205993652,6.002999782562256,178654000,-0.017800380322078313,6.035849976539612,,0.1659998893737793
2010-02-17,5.815499782562256,5.856500148773193,5.777500152587891,5.853499889373779,178896000,-0.010380387269823488,6.007599973678589,,0.07899999618530273
2010-02-18,5.9039998054504395,5.92549991607666,5.741000175476074,5.791999816894531,196002000,0.015217956529471444,5.988349962234497,,0.18449974060058594
2010-02-19,5.875999927520752,5.954500198364258,5.849999904632568,5.895500183105469,142312000,-0.004742526905884836,5.9655999660491945,,0.10450029373168945
2010-02-22,5.9004998207092285,5.948500156402588,5.809000015258789,5.868500232696533,136146000,0.004169484937147416,5.9570499658584595,,0.13950014114379883
2010-02-23,5.861999988555908,5.962500095367432,5.825500011444092,5.9004998207092285,141364000,-0.006524842525746033,5.949374961853027,,0.13700008392333984
2010-02-24,5.986000061035156,5.989999771118164,5.857500076293945,5.8979997634887695,147798000,0.021153202443078722,5.9499749660491945,,0.13249969482421875
2010-02-25,5.909999847412109,5.916999816894531,5.792500019073486,5.9085001945495605,190668000,-0.012696326904130362,5.938599967956543,,0.12449979782104492
2010-02-26,5.920000076293945,5.971499919891357,5.849999904632568,5.894000053405762,114432000,0.0016920861489049255,5.91952497959137,,0.12150001525878906
2010-03-01,6.2270002365112305,6.232999801635742,5.876500129699707,5.934999942779541,265930000,0.051858134503517395,5.9173499822616575,,0.35649967193603516
2010-03-02,6.276500225067139,6.367499828338623,6.239999771118164,6.250500202178955,241950000,0.007949251112224331,5.933999991416931,,0.12750005722045898
2010-03-03,6.29449987411499,6.3470001220703125,6.221499919891357,6.269999980926514,128808000,0.002867784338788759,5.953424978256225,,0.12550020217895508
2010-03-04,6.426499843597412,6.442500114440918,6.278500080108643,6.298999786376953,150194000,0.020970684267585415,5.976999974250793,,0.1640000343322754
2010-03-05,6.445499897003174,6.472499847412109,6.353499889373779,6.456500053405762,135386000,0.002956516590394198,6.0094249725341795,,0.11899995803833008
2010-03-08,6.505499839782715,6.542500019073486,6.385499954223633,6.414999961853027,112118000,0.00930881137822026,6.041224956512451,,0.15700006484985352
2010-03-09,6.440999984741211,6.540500164031982,6.398499965667725,6.479499816894531,121416000,-0.009914665533779843,6.07119996547699,,0.1420001983642578
2010-03-10,6.5254998207092285,6.558499813079834,6.423999786376953,6.45550012588501,112514000,0.013119055452289752,6.102399945259094,,0.13450002670288086
2010-03-11,6.678999900817871,6.681000232696533,6.51800012588501,6.522500038146973,144816000,0.023523114600585426,6.142949938774109,,0.16300010681152344
2010-03-12,6.591000080108643,6.710000038146973,6.559000015258789,6.710000038146973,123016000,-0.013175598445278047,6.172274947166443,,0.1510000228881836
2010-03-15,6.55649995803833,6.599999904632568,6.43149995803833,6.585000038146973,126584000,-0.005234429016991227,6.200949954986572,,0.16849994659423828
2010-03-16,6.5894999504089355,6.614500045776367,6.525000095367432,6.561999797821045,82650000,0.0050331720554877,6.236599946022034,6.21459997177124,0.08949995040893555
2010-03-17,6.566999912261963,6.634500026702881,6.560999870300293,6.620500087738037,87176000,-0.0034145289196908513,6.274174952507019,6.2120399665832515,0.07350015640258789
