Date,Close,High,Low,Open,Volume
2019-01-09,59.52082061767578,60.38215538879068,55.51606444923456,55.51606444923456,19200
2019-01-10,60.56330490112305,61.84731293701152,55.49830543976348,60.826142761980776,4400
2019-01-11,59.71617889404297,60.54199398096329,59.27219243386421,60.38215858431111,20200
2019-01-14,62.64649200439453,66.34045581628256,57.5051280019874,58.029028771164846,32200
2019-01-15,61.5720329284668,63.09047243315127,60.99396852228027,61.50100025066416,30000
2019-01-16,62.069305419921875,62.069305419921875,61.1280495640749,61.181332543455746,13400
2019-01-17,60.69294357299805,61.73187019236286,60.38215442720882,61.73187019236286,13000
2019-01-18,61.48323440551758,62.15809562637562,61.225721482102074,62.02489835223729,33700
2019-01-22,61.22572326660156,61.75851237868369,59.81384973379087,61.74074912844363,28100
2019-01-23,57.2653694152832,61.687477360248224,55.09871679689674,56.85690270144233,185200
2019-01-24,57.31865310668945,59.91596976086009,56.47507479126065,56.67931153806421,63000
2019-01-25,56.56386947631836,57.27424705691918,56.40847490983498,56.643787165845175,46400
2019-01-28,55.93341064453125,56.38627530219469,55.69365757141029,56.093242639264325,19200
2019-01-29,55.924530029296875,56.7769831575584,55.924530029296875,56.06660555067379,5600
2019-01-30,57.11441421508789,57.203210146352305,55.89789234255761,56.022208001266854,10400
2019-01-31,55.99557113647461,56.82138618739959,55.40062754434638,55.89789357751716,19900
2019-02-01,56.44843292236328,56.46619278556776,55.59597981263333,56.35963699368841,4600
2019-02-04,55.85349655151367,55.85349655151367,55.089839318456086,55.16975701464462,5900
2019-02-05,55.46278381347656,55.46278381347656,55.00991914701736,55.30294842829152,9600
2019-02-06,54.78792953491211,55.20527450158036,54.49489684702475,55.14311666851599,3400
2019-02-07,53.34052658081055,54.37945653295212,53.34052658081055,54.37945653295212,5900
2019-02-08,54.05091094970703,54.875838555086965,52.39928076865488,52.745593054478626,19800
2019-02-11,53.94435119628906,53.94701365153247,53.686838254158154,53.686838254158154,2600
2019-02-12,53.87331008911133,54.59256930244437,53.740116196725786,54.059786958207134,13200
2019-02-13,54.76572799682617,55.35623078900986,54.0775510308955,54.15746872748689,12000
2019-02-14,53.61580276489258,54.15746675681894,53.16915048788693,53.36716805824008,73700
2019-02-15,54.221397399902344,54.221397399902344,53.95322786987905,54.12194487613664,12500
2019-02-19,53.92658996582031,53.92658996582031,53.00309740269727,53.54476137505497,17000
2019-02-20,53.1895751953125,54.210741942810934,53.1895751953125,53.19845343340048,44300
2019-02-21,56.3329963684082,56.4129140603792,54.725767678271346,54.725767678271346,46400
2019-02-22,55.16975784301758,55.51162592291136,55.05432041626801,55.38286944448834,16800
2019-02-25,53.464847564697266,54.752408948820346,52.21280590958328,54.752408948820346,14400
2019-02-26,54.62364959716797,54.62364959716797,53.38492705878176,54.29954140222232,6600
2019-02-27,54.130821228027344,54.23738040321865,52.94981916211012,52.94981916211012,6500
2019-02-28,53.72235870361328,53.72235870361328,53.25173416586347,53.455967519742586,7000
2019-03-01,52.412601470947266,53.05638046474354,52.13288784118035,52.985341007232016,8200
2019-03-04,52.39039993286133,52.96758365994211,52.315810536108394,52.443679525119585,26500
2019-03-05,53.091896057128906,53.73123418818316,52.82994231214859,53.198451847746696,11000
2019-03-06,53.76675796508789,54.494007980858406,53.70460013359877,53.77563959092792,14800
2019-03-07,53.98875427246094,54.130829807887885,53.27837659532618,54.130829807887885,13700
2019-03-08,52.878780364990234,53.61757439617248,52.81662253903475,52.967579678746255,7000
2019-03-11,53.02973937988281,53.57140335723214,52.834384270059104,53.43820607556187,23200
2019-03-12,53.535884857177734,53.97987128978857,53.50924336782467,53.50924336782467,5500
2019-03-13,53.562522888183594,54.29066036571237,53.562522888183594,53.89107189942276,9400
2019-03-14,54.33506393432617,54.5392973076347,54.10685491183321,54.23738975458141,3600
2019-03-15,55.72917175292969,55.72917175292969,54.8500805728696,54.8500805728696,7700
2019-03-18,56.07548522949219,56.115442380673144,55.58709746607492,55.82685053520317,9200
2019-03-19,54.65473175048828,55.88901354929023,54.636971885865854,55.746938019658664,8400
2019-03-20,55.19195556640625,55.19195556640625,54.32884578277747,54.770169785814545,2900
2019-03-21,54.22850036621094,55.33846640185034,54.22850036621094,55.33846640185034,6600
2019-03-22,53.92658996582031,54.68136890941699,53.89995186467077,54.58369135540528,7000
2019-03-25,53.50924301147461,54.414975734450614,53.48260490964661,54.40609749629049,1200
2019-03-26,54.250701904296875,54.250701904296875,53.74011684231637,53.74011684231637,75600
2019-03-27,53.05637741088867,53.97986998129685,53.05637741088867,53.70459718030569,29300
2019-03-28,53.1895751953125,53.31389085262991,53.0563779125595,53.27837112558276,17600
2019-03-29,54.0153923034668,54.1254980418063,53.58028409871529,54.00651067768842,5400
2019-04-01,54.79680252075195,54.79680252075195,53.98430656842135,54.12194466045364,4400
2019-04-02,54.93000411987305,54.93000411987305,54.179665935641715,54.31730065115007,4300
2019-04-03,54.77016830444336,55.249674479567425,54.574813184056275,54.832326135957835,13100
2019-04-04,54.8305549621582,54.8305549621582,54.23827716418435,54.5215407534195,3500
2019-04-05,53.78007888793945,54.55705519593849,53.6779638986601,54.165460843930305,1300
2019-04-08,53.9798698425293,54.32617870870521,53.30500858613991,54.32617870870521,3700
2019-04-09,53.32276916503906,53.49148617507437,52.967582056115354,53.49148617507437,3900
2019-04-10,53.574066162109375,53.92659081475125,53.4124558078556,53.92659081475125,2500
2019-04-11,54.21962356567383,54.60145216304353,53.98874872722593,53.98874872722593,1800
2019-04-12,53.91682815551758,54.198313370174816,53.83069467571272,54.13082723999736,4300
2019-04-15,55.054317474365234,55.054317474365234,53.59804252185765,53.75787790809362,2900
2019-04-16,54.698238372802734,54.888265184768535,54.52153399887436,54.761283685986704,4700
2019-04-17,55.46278381347656,55.46278381347656,54.53041299146223,54.69912661478083,9800
2019-04-18,54.184104919433594,54.938880503793264,54.17522329382126,54.938880503793264,2900
2019-04-22,54.89448165893555,54.95663948783603,53.873311520117305,53.873311520117305,2400
2019-04-23,52.83438873291016,53.420450724537595,52.83438873291016,53.011983994355894,32700
2019-04-24,52.07960891723633,52.425917786160895,52.07960891723633,52.115125256790634,6400
2019-04-25,51.5024299621582,51.5024299621582,50.79205229532215,50.90748972472923,8800
2019-04-26,51.65338134765625,52.017453484144255,51.5024275823934,51.5024275823934,4700
2019-04-29,52.39039993286133,54.46825660806533,51.92865362866625,52.35488020468915,20200
2019-04-30,52.49695587158203,52.49695587158203,52.073395137071195,52.25720278679498,3000
2019-05-01,52.27496337890625,53.27837369868894,51.724421132477175,52.03698864836199,5900
2019-05-02,52.39927673339844,53.43820673616614,51.92865220374807,52.27496107555477,22900
2019-05-03,52.45377731323242,52.81709490567234,52.15403977974149,52.15403977974149,5800
2019-05-06,51.95421600341797,52.19037000302095,51.55093480967717,51.58181704625539,6600
2019-05-07,51.75439453125,52.30845231478923,51.75439453125,52.18129219362024,16800
2019-05-08,51.6635627746582,51.93604922200666,51.42740531273056,51.79072288576394,5700
2019-05-09,50.86426544189453,51.24574576957925,50.86426544189453,51.13675188521977,10800
2019-05-10,52.335697174072266,52.571854642288386,51.59998409312595,51.82705671610508,8500
2019-05-13,51.09134292602539,51.14584160582706,50.63992103037786,50.80977161099694,5000
2019-05-14,52.46285629272461,52.803465220727944,52.117708407042194,52.117708407042194,3700
2019-05-15,52.74442672729492,53.053245622243864,52.59910039231031,52.59910039231031,3000
2019-05-16,53.0260009765625,53.2258225327851,52.69901583838491,53.03508235713262,2000
2019-05-17,52.78984451293945,53.13499588371054,52.399279308742706,52.88067564464416,5800
2019-05-20,52.47194290161133,52.68084930202662,52.18129021713324,52.199456443019784,15900
2019-05-21,51.5999870300293,52.390198832814065,51.572735957620544,52.32661877194939,6000
2019-05-22,52.5355224609375,52.571854912365595,51.67264579621328,51.82705698235604,4400
2019-05-23,50.873348236083984,51.15128836593448,50.47370167242109,50.79160195432871,5600
2019-05-24,50.95509719848633,51.65448132032951,50.80068947196618,50.97326342481577,4700
2019-05-28,49.95597839355469,50.59178244789787,49.35650679142616,50.45553748451957,20800
2019-05-29,49.51091003417969,49.865146213926074,49.50182865437477,49.865146213926074,5600
2019-05-30,49.41100311279297,50.455535077739135,49.41100311279297,50.455535077739135,1200
2019-05-31,51.045928955078125,51.78164207373398,50.310212371568845,50.310212371568845,10900
2019-06-03,51.31841278076172,51.4410304726051,51.10950638345429,51.10950638345429,3900
2019-06-04,47.231109619140625,47.91232754633977,45.94133867343995,45.94133867343995,81300
2019-06-05,48.248390197753906,49.176662502962905,47.77607872385188,47.77607872385188,18300
2019-06-06,48.00314712524414,48.611703506012034,48.00314712524414,48.5935372819,77400
2019-06-07,49.77885818481445,52.51735332593094,49.44733064739189,49.64715565432346,25900
2019-06-10,49.04768753051758,49.765237864843655,48.56629466906371,49.61991152186588,42000
2019-06-11,46.277400970458984,48.4391332980354,45.968582066519495,48.25747450780278,316700
2019-06-12,45.26920318603515,46.70430051783769,45.02396431072605,46.70430051783769,310900
2019-06-13,49.95597839355469,49.95597839355469,48.670746481501155,49.03860649668125,209500
2019-06-14,48.693450927734375,49.51091024289123,48.32105198680832,48.729783376813266,18100
2019-06-17,47.90324401855469,48.54812946250662,47.894159172947816,48.502715629032465,10700
2019-06-18,48.55720520019531,49.00226903216726,48.448211319553344,48.902356531223376,13900
2019-06-19,48.79336929321289,49.401922296568486,48.72978923211166,48.993190857450976,10900
2019-06-20,49.53816223144531,50.10130134320661,49.41100212216242,49.72890239536966,7500
2019-06-21,49.456417083740234,50.028641053461754,49.40191840786331,49.40191840786331,6600
2019-06-24,50.364707946777344,50.57361434196656,50.21938160817383,50.364707946777344,17400
2019-06-25,50.46461868286133,51.32295288149311,50.46461868286133,51.17308412557884,16300
