Date,Cumulative_Return
2013-03-27,0.00041003447166421125
2013-03-28,0.0004159172417566026
2013-04-01,0.000408946363432916
2013-04-02,0.0004073829479094293
2013-04-03,0.0003999362527029593
2013-04-04,0.00040410356787190516
2013-04-05,0.00040303022446686043
2013-04-08,0.00040727125929862495
2013-04-09,0.0004074431983593918
2013-04-10,0.00041736418517568374
2013-04-11,0.0004177945067038724
2013-04-12,0.0004170725553693799
2013-04-15,0.0003937560510385296
2013-04-16,0.000402846927472833
2013-04-17,0.00039410405964779294
2013-04-18,0.00039144081475295245
2013-04-19,0.0003982086349858527
2013-04-22,0.00039903178841771414
2013-04-23,0.000408127135751446
2013-04-24,0.0004110622615731696
2013-04-25,0.00041583450549453893
2013-04-26,0.00041428707442681123
2013-04-29,0.00041930596359707195
2013-04-30,0.00041610417656134935
2013-05-01,0.0004102124827094489
2013-05-02,0.0004190903026628501
2013-05-03,0.0004281727119501699
2013-05-06,0.00042577792165965356
2013-05-07,0.00042816130631750937
2013-05-08,0.0004289895485836137
2013-05-09,0.0004276101668929666
2013-05-10,0.0004331343404095911
2013-05-13,0.0004331981096541426
2013-05-14,0.0004387504571365941
2013-05-15,0.0004446554098540556
2013-05-16,0.0004427498115260331
2013-05-17,0.00044820421865265914
2013-05-20,0.00045018902341276146
2013-05-21,0.00045174565704275693
2013-05-22,0.00044610098703379286
2013-05-23,0.0004486466365440922
2013-05-24,0.0004502377214179454
2013-05-28,0.0004613826057879855
2013-05-29,0.0004605463996785186
2013-05-30,0.0004655998019320595
2013-05-31,0.0004668256152835504
2013-06-03,0.00047123098955981213
2013-06-04,0.0004737390858886581
2013-06-05,0.0004663306108489973
2013-06-06,0.0004706480162899318
2013-06-07,0.00047032015425862994
2013-06-10,0.00048073186941932633
2013-06-11,0.00046935663518854476
2013-06-12,0.00047069903202556773
2013-06-13,0.0004785309020525208
2013-06-14,0.00046670281528826685
2013-06-17,0.00046884519095180544
2013-06-18,0.00047429283250299825
2013-06-19,0.0004688194579189897
2013-06-20,0.0004563242546746782
2013-06-21,0.00045833989078825077
2013-06-24,0.00044505816685735944
2013-06-25,0.0004578517577595864
2013-06-26,0.0004600934501102216
2013-06-27,0.00046794498016500263
2013-06-28,0.0004687961843521382
2013-07-01,0.00047561051872446747
2013-07-02,0.0004750383716147777
2013-07-03,0.00047644767263621546
2013-07-05,0.00048492582865922174
2013-07-08,0.00048622061456105037
2013-07-09,0.0004883995195366087
2013-07-10,0.0004948797130222005
2013-07-11,0.0005005133028801456
2013-07-12,0.000503403134477276
2013-07-15,0.0005072701629433851
2013-07-16,0.0005066855712940743
2013-07-17,0.0005088256761711651
2013-07-18,0.0005112910285745009
2013-07-19,0.0005058883280033566
2013-07-22,0.00051433095543163
2013-07-23,0.0005199485286484506
2013-07-24,0.0005177339229240907
2013-07-25,0.0005220301742943079
2013-07-26,0.0005195911070285941
2013-07-29,0.0005163506753336211
2013-07-30,0.0005170118088324571
2013-07-31,0.0005138755416171925
2013-08-01,0.0005267461606284218
2013-08-02,0.000526741946692999
2013-08-05,0.0005296973888391232
2013-08-06,0.0005244610366959002
2013-08-07,0.000520378376296593
2013-08-08,0.0005210446951107173
2013-08-09,0.0005198654280968995
2013-08-12,0.000521594222744115
2013-08-13,0.0005230171717824916
2013-08-14,0.0005212539124075377
2013-08-15,0.0005104284734560594
2013-08-16,0.0005109819480848543
2013-08-19,0.0005065499758387659
2013-08-20,0.0005072783341002474
2013-08-21,0.0005018406344030613
2013-08-22,0.0005131670876346028
2013-08-23,0.0005154269136224965
2013-08-26,0.0005155092274502504
2013-08-27,0.0005022800067036037
2013-08-28,0.000504256311468998
2013-08-29,0.0005035243706996706
2013-08-30,0.0004976056287702146
2013-09-03,0.0005065597987858883
2013-09-04,0.000512112867072867
2013-09-05,0.0005154927764274841
2013-09-06,0.0005160311465646217
2013-09-09,0.0005245623049516812
2013-09-10,0.0005291385721379882
2013-09-11,0.0005297522448779457
2013-09-12,0.000527181311573921
2013-09-13,0.0005296871614073329
2013-09-16,0.00053079533663003
2013-09-17,0.0005321307341450421
2013-09-18,0.0005359210624731325
2013-09-19,0.0005368694392555717
2013-09-20,0.0005368988850158463
2013-09-23,0.000535283644455653
2013-09-24,0.0005382885930356185
2013-09-25,0.0005385143475460374
2013-09-26,0.0005415267983581717
2013-09-27,0.0005401692241620015
2013-09-30,0.0005397130114110915
2013-10-01,0.0005471121962143943
2013-10-02,0.0005455651334289602
2013-10-03,0.0005399152418059661
2013-10-04,0.0005445004656134955
2013-10-07,0.0005388188897537116
2013-10-08,0.0005257104300537829
2013-10-09,0.0005228675205692923
2013-10-10,0.0005299028815937135
2013-10-11,0.0005363167033030081
2013-10-14,0.0005398450734901417
2013-10-15,0.0005362633985555032
2013-10-16,0.0005434251409477397
2013-10-17,0.0005485369070150625
2013-10-18,0.0005519228212511607
2013-10-21,0.0005519765115085118
2013-10-22,0.0005546620475707087
2013-10-23,0.0005527687975204199
2013-10-24,0.0005554944633148207
2013-10-25,0.0005549558713817682
2013-10-28,0.0005539782196910537
2013-10-29,0.0005569325096990152
2013-10-30,0.0005477342457584911
2013-10-31,0.0005447430579998969
2013-11-01,0.0005433010441875386
2013-11-04,0.0005470424539621987
2013-11-05,0.0005475576876599053
2013-11-06,0.0005511640083204483
2013-11-07,0.0005425982612021762
2013-11-08,0.0005530350907321235
2013-11-11,0.0005537163597886252
2013-11-12,0.0005462443164108155
2013-11-13,0.0005512216928320601
2013-11-14,0.0005507565622344668
2013-11-15,0.0005534612441220332
2013-11-18,0.0005505777780763221
2013-11-19,0.000542726218396572
2013-11-20,0.000541750222988524
2013-11-21,0.0005508566280723048
2013-11-22,0.0005539784106016743
2013-11-25,0.0005611627901593863
2013-11-26,0.0005658175635308016
2013-11-27,0.0005674247443629987
2013-11-29,0.0005702515970760214
2013-12-02,0.0005640768138752694
2013-12-03,0.0005613295065547419
2013-12-04,0.0005606984743018462
2013-12-05,0.0005662962121975035
2013-12-06,0.0005708984813910245
2013-12-09,0.0005626897467092551
2013-12-10,0.0005599238431783782
2013-12-11,0.0005548469244871512
2013-12-12,0.0005613847492960122
2013-12-13,0.0005639016058360813
2013-12-16,0.0005677157704975233
2013-12-17,0.0005667880006223758
2013-12-18,0.0005782022829516897
2013-12-19,0.0005711249247617456
2013-12-20,0.0005806432089392466
2013-12-23,0.0005920158715158053
2013-12-24,0.000590067261924121
2013-12-26,0.000596978711635554
2013-12-27,0.0005972772369500223
2013-12-30,0.0005923924107524847
2013-12-31,0.0005923841766353188
2014-01-02,0.0005902017862307041
2014-01-03,0.0005995104286835584
2014-01-06,0.000597124438397989
2014-01-07,0.0006026702720045574
2014-01-08,0.0006037315927021059
2014-01-09,0.0006038498499043587
2014-01-10,0.0006072140528396996
2014-01-13,0.0006061330071225335
2014-01-14,0.0006147451774181079
2014-01-15,0.0006182686435669549
2014-01-16,0.0006194306210440814
2014-01-17,0.0006184324385312134
2014-01-21,0.0006232879918606216
2014-01-22,0.0006264141859602113
2014-01-23,0.00062361833336122
2014-01-24,0.0006103598505011743
2014-01-27,0.0006022912250476242
2014-01-28,0.0006078606625481431
2014-01-29,0.0006012370365244823
2014-01-30,0.0006038793166511791
2014-01-31,0.0005991389780934941
2014-02-03,0.0005835611738640445
2014-02-04,0.0005867878616059308
2014-02-05,0.0005825554179514913
2014-02-06,0.0005825665682746006
2014-02-07,0.0005958430281400862
2014-02-10,0.0005989155757697429
2014-02-11,0.0006037099946509805
2014-02-12,0.0005988592996306608
2014-02-13,0.0006095428188275243
2014-02-14,0.0006161397038118022
2014-02-18,0.0006169309038350779
2014-02-19,0.0006050167911082482
2014-02-20,0.0006178795852140873
2014-02-21,0.0006189051555907099
2014-02-24,0.000622991612607926
2014-02-25,0.0006215004809815294
2014-02-26,0.0006296366476870041
2014-02-27,0.0006375717805018333
2014-02-28,0.0006288341874127745
2014-03-03,0.0006248879545651675
2014-03-04,0.0006343379641702285
2014-03-05,0.0006356615260536547
2014-03-06,0.0006362879792807252
2014-03-07,0.000642050060803534
2014-03-10,0.0006420004393548062
2014-03-11,0.0006359788583645276
2014-03-12,0.0006371558610720474
2014-03-13,0.0006246279229151774
2014-03-14,0.000631636021990456
2014-03-17,0.0006295730373346853
2014-03-18,0.0006367720689088863
2014-03-19,0.0006344491568963662
2014-03-20,0.0006362897434504244
2014-03-21,0.000634819170133305
2014-03-24,0.0006279308338701384
2014-03-25,0.0006285689406386741
2014-03-26,0.0006180648867015748
2014-03-27,0.0006162670865579312
2014-03-28,0.000620214626386062
2014-03-31,0.0006342878157570286
2014-04-01,0.0006438560419468331
2014-04-02,0.0006457760697859971
2014-04-03,0.000643938191439597
2014-04-04,0.0006370390748571264
2014-04-07,0.0006343940608002363
2014-04-08,0.0006380931939218293
2014-04-09,0.0006466735508237065
2014-04-10,0.0006324546700888778
2014-04-11,0.0006250578937674334
2014-04-14,0.0006185838299217483
2014-04-15,0.0006223402936347266
2014-04-16,0.0006287881925544081
2014-04-17,0.0006297363715050963
2014-04-21,0.000631512384663413
2014-04-22,0.0006410873373554615
2014-04-23,0.0006355171265257642
2014-04-24,0.0006359039320218418
2014-04-25,0.000626463586583581
2014-04-28,0.0006225325263453652
2014-04-29,0.0006193066133979297
2014-04-30,0.0006220055526431345
2014-05-01,0.0006160081593027389
2014-05-02,0.0006221279589950779
2014-05-05,0.0006261478213966942
2014-05-06,0.0006229305878049374
2014-05-07,0.0006154494382082376
2014-05-08,0.0006106825589313747
2014-05-09,0.0006100842580709642
2014-05-12,0.0006167744477303394
2014-05-13,0.000608747194289716
2014-05-14,0.0005987978575663355
2014-05-15,0.0005930459369023477
2014-05-16,0.0005971848487802411
2014-05-19,0.0006076383084046011
2014-05-20,0.0005958757692428041
2014-05-21,0.000599009278775986
2014-05-22,0.0005981706440285617
2014-05-23,0.0006051318970696773
2014-05-27,0.00061141156550093
2014-05-28,0.0006058624400935297
2014-05-29,0.0006089398858990513
2014-05-30,0.0006088792730052361
2014-06-02,0.0006042539312658413
2014-06-03,0.0006027066719156426
2014-06-04,0.0006044579342783241
2014-06-05,0.0006082198648498238
2014-06-06,0.000618333941975191
2014-06-09,0.0006246919080612479
2014-06-10,0.000625683545308231
2014-06-11,0.0006261076035869451
2014-06-12,0.0006230851565069973
2014-06-13,0.0006210123363241671
2014-06-16,0.0006173552294606033
2014-06-17,0.0006276135067253552
2014-06-18,0.0006242391007134085
2014-06-19,0.0006240954022336265
2014-06-20,0.0006254738459476883
2014-06-23,0.0006248333987348698
2014-06-24,0.0006178569190662397
2014-06-25,0.0006268443746471064
2014-06-26,0.0006282221925213438
2014-06-27,0.0006324053607196234
2014-06-30,0.000631812051846703
2014-07-01,0.0006400613194754712
2014-07-02,0.000638921404768622
2014-07-03,0.0006425560087144344
2014-07-07,0.0006313288739565603
2014-07-08,0.0006214168623295269
2014-07-09,0.000627874084717428
2014-07-10,0.0006225090757923102
2014-07-11,0.0006214453545976273
2014-07-14,0.0006216811975527925
2014-07-15,0.0006210142015028453
2014-07-16,0.0006145261295189552
2014-07-17,0.0006118112141748622
2014-07-18,0.0006142200266108233
2014-07-21,0.0006127038366294801
2014-07-22,0.0006177132558158327
2014-07-23,0.0006174295906531402
2014-07-24,0.0006113394002742467
2014-07-25,0.0006071765137805052
2014-07-28,0.000605044719287795
2014-07-29,0.0006058705716449619
2014-07-30,0.0006138954996433021
2014-07-31,0.000604181208669452
2014-08-01,0.0006016904084913399
2014-08-04,0.0006027828511059319
2014-08-05,0.0006005724917084176
2014-08-06,0.0005999614287599542
2014-08-07,0.0005985546732489855
2014-08-08,0.0005981246333131018
2014-08-11,0.0006028948347767127
2014-08-12,0.0006041498664905998
2014-08-13,0.0006099402058103998
2014-08-14,0.0006211196241303618
2014-08-15,0.0006230013032584303
2014-08-18,0.0006255664201051392
2014-08-19,0.000623808776881285
2014-08-20,0.0006274665851426775
2014-08-21,0.000627946593382056
2014-08-22,0.0006275147300898176
2014-08-25,0.0006243162264458757
2014-08-26,0.0006292383424424397
2014-08-27,0.0006289652414352975
2014-08-28,0.0006276528805326809
2014-08-29,0.0006362051731234608
2014-09-02,0.0006434342866776799
2014-09-03,0.0006420376659357352
2014-09-04,0.0006352300753722506
2014-09-05,0.0006370548846530433
2014-09-08,0.0006347008493075013
2014-09-09,0.0006368638988978326
2014-09-10,0.0006345420697846382
2014-09-11,0.0006358150736021084
2014-09-12,0.000632912674781716
2014-09-15,0.0006218285995016615
2014-09-16,0.0006266158682139977
2014-09-17,0.0006252414440559573
2014-09-18,0.0006244491149318687
2014-09-19,0.0006180945578349029
2014-09-22,0.0006162597907781731
2014-09-23,0.0006167795301075252
2014-09-24,0.000615929002750315
2014-09-25,0.0006101661033177663
2014-09-26,0.0006148610763825335
2014-09-29,0.0006142312028301067
2014-09-30,0.0006040503889213067
2014-10-01,0.000600427694639194
2014-10-02,0.0006050234610837091
2014-10-03,0.0006044773974951401
2014-10-06,0.0005994295024145391
2014-10-07,0.0005865721722151385
2014-10-08,0.0005902520948077861
2014-10-09,0.0005776930925076584
2014-10-10,0.000566004907154527
2014-10-13,0.0005575575285299283
2014-10-14,0.0005675955136876798
2014-10-15,0.0005768371633301239
2014-10-16,0.000588348775742098
2014-10-17,0.0005866601717039455
2014-10-20,0.0005906645388706888
2014-10-21,0.0005956067508587903
2014-10-22,0.0005845942572855201
2014-10-23,0.0005955242764144053
2014-10-24,0.0005889359429338548
2014-10-27,0.0005912172645892166
2014-10-28,0.00060470452703143
2014-10-29,0.0005959529387662421
2014-10-30,0.0005998743913775417
2014-10-31,0.0006065446776353234
2014-11-03,0.0006065040348333106
2014-11-04,0.0006009259482637752
2014-11-05,0.0006007996163206464
2014-11-06,0.0006077688488423938
2014-11-07,0.0006126585286891917
2014-11-10,0.0006164107201789282
2014-11-11,0.0006197029953831645
2014-11-12,0.0006272811101999398
2014-11-13,0.0006229185496284817
2014-11-14,0.0006227676302463792
2014-11-17,0.0006195076983293024
2014-11-18,0.0006231945965684549
2014-11-19,0.0006128882270219904
2014-11-20,0.0006219015682165097
2014-11-21,0.0006282519649507545
2014-11-24,0.0006301807558417583
2014-11-25,0.0006344980317485316
2014-11-26,0.0006376718264080594
2014-11-28,0.0006341082804570686
2014-12-01,0.000621981724538978
2014-12-02,0.0006234433766876268
2014-12-03,0.0006325845943417896
2014-12-04,0.0006308576279703271
2014-12-05,0.0006348892352243674
2014-12-08,0.0006267310726189024
2014-12-09,0.0006372544551642711
2014-12-10,0.0006195326649485189
2014-12-11,0.0006204479050373468
2014-12-12,0.0006196009321517426
2014-12-15,0.0006144284252276311
2014-12-16,0.0006113454777805227
2014-12-17,0.0006252733687648337
2014-12-18,0.0006309664746686483
2014-12-19,0.0006311282312272404
2014-12-22,0.0006330870307793557
2014-12-23,0.0006272979495414166
2014-12-24,0.0006312164485611227
2014-12-26,0.0006357967530865594
2014-12-29,0.0006374048584041336
2014-12-30,0.0006296721823690898
2014-12-31,0.000632766409386587
2015-01-02,0.0006271399495427765
2015-01-05,0.0006155062677866141
2015-01-06,0.0006077099945511755
2015-01-07,0.0006119410368052858
2015-01-08,0.0006205518406059429
2015-01-09,0.0006171083057102678
2015-01-12,0.0006137278327233986
2015-01-13,0.0006128126004769641
2015-01-14,0.0006149655187490666
2015-01-15,0.0006024701144067279
2015-01-16,0.0006101132319473734
2015-01-20,0.0006087865057782249
2015-01-21,0.0006022184911069761
2015-01-22,0.0006128986743660914
2015-01-23,0.0006097867371306354
2015-01-26,0.0006177359832117979
2015-01-27,0.0006171439407611778
2015-01-28,0.000606558172158822
2015-01-29,0.0006068534910270706
2015-01-30,0.0006021786864511824
2015-02-02,0.000609629477189122
2015-02-03,0.0006155039601567491
2015-02-04,0.0006106126460232453
2015-02-05,0.0006169600273884246
2015-02-06,0.0006200285222415225
2015-02-09,0.0006229435165820973
2015-02-10,0.0006262164551911198
2015-02-11,0.0006203509632403126
2015-02-12,0.0006261205809789949
2015-02-13,0.0006268852247501844
2015-02-17,0.0006257057759440077
2015-02-18,0.0006220182427567611
2015-02-19,0.0006232425706806932
2015-02-20,0.0006188198908947395
2015-02-23,0.0006228952295130874
2015-02-24,0.0006147180339366454
2015-02-25,0.0006161924863348212
2015-02-26,0.0006180780501654493
2015-02-27,0.0006213537919115275
2015-03-02,0.0006205431202934708
2015-03-03,0.0006231442167141665
2015-03-04,0.0006117883235969845
2015-03-05,0.0006155455419203371
2015-03-06,0.000610792913350533
2015-03-09,0.0006178461994259532
2015-03-10,0.0006108460326699205
2015-03-11,0.0006076159849646157
2015-03-12,0.0006176742851828898
2015-03-13,0.0006118046718233128
2015-03-16,0.000612850309857027
2015-03-17,0.0006130123070702265
2015-03-18,0.0006219594380703075
2015-03-19,0.0006239490060799824
2015-03-20,0.0006214612695116806
2015-03-23,0.0006226700623499504
2015-03-24,0.0006236240203818522
2015-03-25,0.0006081851747568034
2015-03-26,0.0006125249990069914
2015-03-27,0.0006099402943784415
2015-03-30,0.000614606577859389
2015-03-31,0.000612244361511527
2015-04-01,0.0006176262168382518
2015-04-02,0.0006196453977416194
2015-04-06,0.0006216788354591607
2015-04-07,0.0006221552097209759
2015-04-08,0.0006251101209380217
2015-04-09,0.0006262228918902935
2015-04-10,0.0006342887713579604
2015-04-13,0.0006302371557562747
2015-04-14,0.0006354955673890661
2015-04-15,0.0006446936883164334
2015-04-16,0.0006403931962724041
2015-04-17,0.0006378741264485566
2015-04-20,0.0006420205723987049
2015-04-21,0.0006428741045259034
2015-04-22,0.0006414933645413345
2015-04-23,0.0006343622602484889
2015-04-24,0.0006328607631553851
2015-04-27,0.0006340621464280272
2015-04-28,0.0006312531079535333
2015-04-29,0.0006264789454417663
2015-04-30,0.0006160490865629864
2015-05-01,0.0006150388120633732
2015-05-04,0.0006164882620502965
2015-05-05,0.0006147324072203197
2015-05-06,0.0006094288320575014
2015-05-07,0.0006114977501194829
2015-05-08,0.0006134958229666587
2015-05-11,0.0006144605027567085
2015-05-12,0.0006135426439315417
2015-05-13,0.0006094566113605815
2015-05-14,0.000612905926291818
2015-05-15,0.000618789823742194
2015-05-18,0.000617416440128471
2015-05-19,0.0006158728663363533
2015-05-20,0.0006158194268026662
2015-05-21,0.0006141718723939871
2015-05-22,0.000618230899844141
2015-05-26,0.0006135140561425168
2015-05-27,0.0006142289909778498
2015-05-28,0.0006087604568507654
2015-05-29,0.0006116670989948503
2015-06-01,0.0006127283989088017
2015-06-02,0.0006094689388802532
2015-06-03,0.0006205265002430238
2015-06-04,0.000616736767315551
2015-06-05,0.000620460818552937
2015-06-08,0.0006181071742796806
2015-06-09,0.000616391303027708
2015-06-10,0.0006221468286302656
2015-06-11,0.0006217904848382361
2015-06-12,0.0006212993936007827
2015-06-15,0.0006186806115666688
2015-06-16,0.0006208317449940548
2015-06-17,0.0006197936142944283
2015-06-18,0.0006248099186325629
2015-06-19,0.0006253741105595179
2015-06-22,0.0006277197632034159
2015-06-23,0.0006305315117594024
2015-06-24,0.0006265258369575477
2015-06-25,0.00062592359774305
2015-06-26,0.0006227861768219878
2015-06-29,0.000610270672134039
2015-06-30,0.0006139843938479661
2015-07-01,0.0006145725480857234
2015-07-02,0.0006063265715041677
2015-07-06,0.0006090022092100078
2015-07-07,0.0006071576193065198
2015-07-08,0.000598340162808908
2015-07-09,0.0006017751076501376
2015-07-10,0.0006085634227803727
2015-07-13,0.0006130532791124299
2015-07-14,0.0006166443619000095
2015-07-15,0.0006082828056486189
2015-07-16,0.000610582540571114
2015-07-17,0.0006085785754403883
2015-07-20,0.000599991791006449
2015-07-21,0.0005992969230945722
2015-07-22,0.0006036226895789198
2015-07-23,0.0006002714420199062
2015-07-24,0.000588070892358239
2015-07-27,0.0005831573389964984
2015-07-28,0.0005924957308605094
2015-07-29,0.0005887713163152952
2015-07-30,0.0005956569325609173
2015-07-31,0.0005970973257609646
2015-08-03,0.0005936594633546566
2015-08-04,0.000592975654304384
2015-08-05,0.0006003165027452795
2015-08-06,0.0006002969731131458
2015-08-07,0.0005922164064882107
2015-08-10,0.0005983152262130087
2015-08-11,0.0005924348826931158
2015-08-12,0.000596808634993895
2015-08-13,0.0005964327586207574
2015-08-14,0.000598802094508688
2015-08-17,0.0006021600169863195
2015-08-18,0.0005982309882615056
2015-08-19,0.0005976243645227086
2015-08-20,0.0005807795211076883
2015-08-21,0.0005749364513958355
2015-08-24,0.0005562435191126536
2015-08-25,0.0005547622046202516
2015-08-26,0.000566201665567645
2015-08-27,0.0005764335048177305
2015-08-28,0.0005822828207808772
2015-08-31,0.0005774872078287974
2015-09-01,0.0005714079192202792
2015-09-02,0.0005735861645344009
2015-09-03,0.0005726508267274166
2015-09-04,0.0005701325636633392
2015-09-08,0.000580340497479126
2015-09-09,0.0005765882074635353
2015-09-10,0.0005788559651407343
2015-09-11,0.0005783637690204291
2015-09-14,0.000577098455934788
2015-09-15,0.0005812717662971867
2015-09-16,0.0005856583896914902
2015-09-17,0.0005820321502330028
2015-09-18,0.0005723984580554564
2015-09-21,0.0005669486010837499
2015-09-22,0.000560945335280838
2015-09-23,0.0005582284228133894
2015-09-24,0.0005577129010898574
2015-09-25,0.00055115348010637
2015-09-28,0.0005383158928495835
2015-09-29,0.0005351292230681981
2015-09-30,0.0005435884810067737
2015-10-01,0.0005457952233514085
2015-10-02,0.0005529784294504569
2015-10-05,0.0005643341088656939
2015-10-06,0.0005627452506569153
2015-10-07,0.0005696394726597553
2015-10-08,0.0005743544118184118
2015-10-09,0.0005755229399162509
2015-10-12,0.0005744486027308149
2015-10-13,0.0005632902998615741
2015-10-14,0.0005614788389416425
2015-10-15,0.0005714397976122054
2015-10-16,0.0005701205334176507
2015-10-19,0.0005711719043399732
2015-10-20,0.0005700064037121866
2015-10-21,0.0005588837356023113
2015-10-22,0.0005637975106749238
2015-10-23,0.0005692154827983131
2015-10-26,0.000565426360896959
2015-10-27,0.0005597931906160536
2015-10-28,0.0005713977759220779
2015-10-29,0.0005725638404381339
2015-10-30,0.000577207589455675
2015-11-02,0.0005870174034088294
2015-11-03,0.0005894850706205101
2015-11-04,0.0005948969437827856
2015-11-05,0.0005935367549769754
2015-11-06,0.0005924291178487362
2015-11-09,0.0005863742311236209
2015-11-10,0.0005905050411521007
2015-11-11,0.0005810529100938044
2015-11-12,0.0005735090352909644
2015-11-13,0.0005649778679850392
2015-11-16,0.0005622950419164052
2015-11-17,0.0005651668178037195
2015-11-18,0.0005655007863965
2015-11-19,0.0005644908915209967
2015-11-20,0.0005673445710545622
2015-11-23,0.0005743440419492263
2015-11-24,0.0005779292061454111
2015-11-25,0.0005811100391550639
2015-11-27,0.0005882447800322765
2015-11-30,0.000594013570298646
2015-12-01,0.0005926409614700479
2015-12-02,0.0005892967058136467
2015-12-03,0.0005760379422754536
2015-12-04,0.0005729705058115098
2015-12-07,0.0005647777446247115
2015-12-08,0.0005621145360985569
2015-12-09,0.0005568926251737771
2015-12-10,0.0005590777097768118
2015-12-11,0.000542694957405665
2015-12-14,0.0005389875033299241
2015-12-15,0.0005441299817501299
2015-12-16,0.0005516877466242853
2015-12-17,0.0005475541260104855
2015-12-18,0.0005490161312051711
2015-12-21,0.0005527966658454009
2015-12-22,0.0005561739233581608
2015-12-23,0.0005569984103186432
2015-12-24,0.0005628863987212629
2015-12-28,0.0005597174439675445
2015-12-29,0.0005637301377945381
2015-12-30,0.0005596996826349177
2015-12-31,0.0005605675344710903
2016-01-04,0.0005514364592471566
2016-01-05,0.0005458689225195101
2016-01-06,0.0005444981400415383
2016-01-07,0.0005296097742042427
2016-01-08,0.0005232572690025972
2016-01-11,0.0005184943264078257
2016-01-12,0.0005173406744365394
2016-01-13,0.00050222078942741
2016-01-14,0.0005090266212210981
2016-01-15,0.0004978456169439927
2016-01-19,0.00048619245854886195
2016-01-20,0.000486913511829945
2016-01-21,0.0004834948220442392
2016-01-22,0.0004951151668919351
2016-01-25,0.0004914378546947429
2016-01-26,0.000498713056886535
2016-01-27,0.00048791188449470724
2016-01-28,0.000487096014412991
2016-01-29,0.0005024141407938831
2016-02-01,0.0005018582384945791
2016-02-02,0.0004925215504498759
2016-02-03,0.0004941048234952117
2016-02-04,0.000495277608814737
2016-02-05,0.0004842178548993825
2016-02-08,0.0004737395827612012
2016-02-09,0.00047080780670216704
2016-02-10,0.0004711027510420074
2016-02-11,0.0004665814777928823
2016-02-12,0.00047651041012719553
2016-02-16,0.0004875911518840148
2016-02-17,0.0004968656582624575
2016-02-18,0.0004940199204845896
2016-02-19,0.0004952855494610997
2016-02-22,0.0005022538169867641
2016-02-23,0.0004974351915347786
2016-02-24,0.0005024561963915541
2016-02-25,0.0005051041770465226
2016-02-26,0.0005092398150616795
2016-02-29,0.000509580183403413
2016-03-01,0.0005195198765644005
2016-03-02,0.0005251532155758909
2016-03-03,0.0005294240173052689
2016-03-04,0.0005320388922316344
2016-03-07,0.0005387861829273533
2016-03-08,0.0005291866170471504
2016-03-09,0.000532472976487508
2016-03-10,0.0005272446238799855
2016-03-11,0.0005357091032769379
2016-03-14,0.0005367216971083888
2016-03-15,0.0005285199992242084
2016-03-16,0.00053013499908805
2016-03-17,0.0005372500908542577
2016-03-18,0.0005418447372147472
2016-03-21,0.0005482049678287026
2016-03-22,0.000543837850979001
2016-03-23,0.0005349464304578166
2016-03-24,0.0005460222032005468
2016-03-28,0.0005452214303860448
2016-03-29,0.0005461804956858884
2016-03-30,0.0005483513483242053
2016-03-31,0.0005494262793284133
2016-04-01,0.0005496839665204423
2016-04-04,0.0005466248630181525
2016-04-05,0.0005410153603651047
2016-04-06,0.0005465791624210681
2016-04-07,0.0005402107969207925
2016-04-08,0.0005419359143765679
2016-04-11,0.0005420709772325782
2016-04-12,0.0005464356528896985
2016-04-13,0.0005561729265042281
2016-04-14,0.0005531222144032899
2016-04-15,0.0005534921220489153
2016-04-18,0.0005571894551876788
2016-04-19,0.0005609058756714802
2016-04-20,0.0005629336319838973
2016-04-21,0.0005624436180178272
2016-04-22,0.0005641046507951497
2016-04-25,0.0005599295654412639
2016-04-26,0.0005578131714418788
2016-04-27,0.0005588194876702257
2016-04-28,0.000553645571490291
2016-04-29,0.0005518735282676879
2016-05-02,0.0005533608730341477
2016-05-03,0.0005456941353541023
2016-05-04,0.0005422409706097309
2016-05-05,0.0005390080629865679
2016-05-06,0.0005407357440123661
2016-05-09,0.0005420034004268715
2016-05-10,0.0005450486584595016
2016-05-11,0.0005407586734802461
2016-05-12,0.0005346388534988034
2016-05-13,0.0005326319219096654
2016-05-16,0.0005383608028755038
2016-05-17,0.0005322037680535185
2016-05-18,0.0005363273048542005
2016-05-19,0.0005328767993590944
2016-05-20,0.000541036408602702
2016-05-23,0.0005421434138348502
2016-05-24,0.0005517933959227062
2016-05-25,0.0005548288938665991
2016-05-26,0.0005529803398662825
2016-05-27,0.0005564782908238364
2016-05-31,0.0005586386188212167
2016-06-01,0.0005627188488457335
2016-06-02,0.0005636414826106773
2016-06-03,0.0005605457380639667
2016-06-06,0.0005661074514151654
2016-06-07,0.0005667017852135636
2016-06-08,0.0005711654144406886
2016-06-09,0.0005714199262738529
2016-06-10,0.000563279292244312
2016-06-13,0.00055751610945598
2016-06-14,0.0005565967527294546
2016-06-15,0.0005583884633615366
2016-06-16,0.000558819951459455
2016-06-17,0.0005574518776485515
2016-06-20,0.0005628310769185685
2016-06-21,0.0005633828167774801
2016-06-22,0.000563558340890502
2016-06-23,0.0005706729490118079
2016-06-24,0.0005524398456018265
2016-06-27,0.0005377123525152072
2016-06-28,0.0005474368466866775
2016-06-29,0.0005558810657724234
2016-06-30,0.000562542958700174
2016-07-01,0.0005656756695766596
2016-07-05,0.0005584809899941146
2016-07-06,0.0005595658202202092
2016-07-07,0.0005608262528289387
2016-07-08,0.0005709632025678868
