Date,Cumulative_Return
2010-06-09,3.141187720756555e-05
2010-06-10,5.0484831358721394e-05
2010-06-11,6.295221118013394e-05
2010-06-14,6.601997562727391e-05
2010-06-15,8.252835108213397e-05
2010-06-16,8.30703392511456e-05
2010-06-17,9.09102600477052e-05
2010-06-18,9.325505860613426e-05
2010-06-21,8.618276448713047e-05
2010-06-22,7.452659611772994e-05
2010-06-23,7.251041225675436e-05
2010-06-24,5.856290055583635e-05
2010-06-25,6.888093190315914e-05
2010-06-28,6.626250929486766e-05
2010-06-29,3.9485364051961014e-05
2010-06-30,3.363333316497297e-05
2010-07-01,2.8424995038411893e-05
2010-07-02,2.3949835937120412e-05
2010-07-06,2.0406591293431475e-05
2010-07-07,3.978218783662335e-05
2010-07-08,4.687010196025021e-05
2010-07-09,5.6776822664028614e-05
2010-07-12,5.0784101476075705e-05
2010-07-13,7.012099908099145e-05
2010-07-14,6.814253804421355e-05
2010-07-15,6.31005917630656e-05
2010-07-16,3.8277107249795606e-05
2010-07-19,4.226783230842912e-05
2010-07-20,5.151028070060626e-05
2010-07-21,4.059110550302947e-05
2010-07-22,5.737969827590561e-05
2010-07-23,7.689176181924218e-05
2010-07-26,8.922314756509842e-05
2010-07-27,7.395560632761367e-05
2010-07-28,7.32153055940099e-05
2010-07-29,7.443857247624308e-05
2010-07-30,7.878141279116235e-05
2010-08-02,8.769271554909253e-05
2010-08-03,8.334971591295037e-05
2010-08-04,8.912468824506803e-05
2010-08-05,8.457640134684752e-05
2010-08-06,8.643995132695537e-05
2010-08-09,8.692698333656601e-05
2010-08-10,7.565578889456859e-05
2010-08-11,5.148224566520199e-05
2010-08-12,5.415028708521952e-05
2010-08-13,4.511032248832869e-05
2010-08-16,4.8465931870467216e-05
2010-08-17,5.880575799488419e-05
2010-08-18,5.9539370695249616e-05
2010-08-19,5.2119162179620204e-05
2010-08-20,5.914737150480853e-05
2010-08-23,4.9856890688593225e-05
2010-08-24,4.045543114417072e-05
2010-08-25,4.704662146792771e-05
2010-08-26,3.974481622348591e-05
2010-08-27,5.570526799614228e-05
2010-08-30,3.5863919817691325e-05
2010-08-31,4.328895280369949e-05
2010-09-01,6.469170477729769e-05
2010-09-02,7.093417223424936e-05
2010-09-03,8.74101286751916e-05
2010-09-07,6.853852526456095e-05
2010-09-08,7.402148700763611e-05
2010-09-09,7.608719174512224e-05
2010-09-10,7.733276181753901e-05
2010-09-13,9.264098966799139e-05
2010-09-14,9.172477976360227e-05
2010-09-15,8.741650308485838e-05
2010-09-16,9.144452080378507e-05
2010-09-17,9.520784626393386e-05
2010-09-20,0.00011093123542726957
2010-09-21,0.00010753455242329402
2010-09-22,0.00010127817197758127
2010-09-23,9.656094601129261e-05
2010-09-24,0.00011386512531208481
2010-09-27,0.00011248487799786488
2010-09-28,0.00011803914284924666
2010-09-29,0.00011927894063923361
2010-09-30,0.0001214800238436009
2010-10-01,0.00012895846694105373
2010-10-04,0.00011925034488724506
2010-10-05,0.00013611492572018768
2010-10-06,0.00013360030339470974
2010-10-07,0.0001333182554839052
2010-10-08,0.00013948158978105418
2010-10-11,0.0001396678885439151
2010-10-12,0.00014295760655014256
2010-10-13,0.00015875582533553256
2010-10-14,0.00015145757692880402
2010-10-15,0.00015159826075383798
2010-10-18,0.00015801034299967043
2010-10-19,0.00014631974315881813
2010-10-20,0.00015310075638974574
2010-10-21,0.00014988907160451426
2010-10-22,0.00014896316249490837
2010-10-25,0.00016040036750042397
2010-10-26,0.00016798092473990778
2010-10-27,0.00016580863502491106
2010-10-28,0.00017194194906999805
2010-10-29,0.0001671497766433383
2010-11-01,0.00016541684936011158
2010-11-02,0.00017534152713039042
2010-11-03,0.00017853354492358697
2010-11-04,0.000191606862195437
2010-11-05,0.00018867513071074704
2010-11-08,0.00019042531210722302
2010-11-09,0.0001903339874025356
2010-11-10,0.0001964401766800794
2010-11-11,0.00019195032782248767
2010-11-12,0.00017633365477154328
2010-11-15,0.0001773405914968773
2010-11-16,0.00016689592404772746
2010-11-17,0.00016816048644785475
2010-11-18,0.00017827243585744057
2010-11-19,0.00018040197704505267
2010-11-22,0.00019030443008838382
2010-11-23,0.00018976694407624173
2010-11-24,0.00019885854441858974
2010-11-26,0.0001964469648452205
2010-11-29,0.00020245396064155763
2010-11-30,0.0002060082933543761
2010-12-01,0.00022163467149360905
2010-12-02,0.0002200924837376661
2010-12-03,0.00022443141690198232
2010-12-06,0.0002211305674479913
2010-12-07,0.00022774953384385732
2010-12-08,0.0002427631729851054
2010-12-09,0.00024719301225517576
2010-12-10,0.0002536814820812694
2010-12-13,0.0002503987747697334
2010-12-14,0.00024243368052889736
2010-12-15,0.00023262110035582317
2010-12-16,0.0002457705463878579
2010-12-17,0.0002486632871561145
2010-12-20,0.00025654909550976157
2010-12-21,0.00026278330976614583
2010-12-22,0.0002568743531869977
2010-12-23,0.0002567862952571609
2010-12-27,0.0002658497193097631
2010-12-28,0.0002634985563920722
2010-12-29,0.0002589533311319059
2010-12-30,0.0002465555966428834
2010-12-31,0.00024588630466970685
2011-01-03,0.0002509140976336699
2011-01-04,0.00025210984113499535
2011-01-05,0.0002651731464267115
2011-01-06,0.00026296978332362997
2011-01-07,0.0002616381384823452
2011-01-10,0.00025782950143504735
2011-01-11,0.0002624073459469578
2011-01-12,0.0002686924612467223
2011-01-13,0.0002678378144174154
2011-01-14,0.00027417689257114297
2011-01-18,0.0002743887081524399
2011-01-19,0.0002604156474745878
2011-01-20,0.00025226235584230317
2011-01-21,0.00025001431824467346
2011-01-24,0.0002552831098070474
2011-01-25,0.00025512645706382564
2011-01-26,0.0002642326930508698
2011-01-27,0.00026651469430150065
2011-01-28,0.00025096201499152926
2011-01-31,0.0002539364475500072
2011-02-01,0.00026672376451175595
2011-02-02,0.00026519095679811144
2011-02-03,0.00025850715794306645
2011-02-04,0.00025238688590212277
2011-02-07,0.0002583588475151277
2011-02-08,0.0002612205021474967
2011-02-09,0.00025900019790014994
2011-02-10,0.0002598515740446228
2011-02-11,0.00026581462711372517
2011-02-14,0.0002681566709588079
2011-02-15,0.0002716283058330493
2011-02-16,0.0002762604578097072
2011-02-17,0.000291408026714457
2011-02-18,0.00029997885826493764
2011-02-22,0.00028277225131745354
2011-02-23,0.0002733078449830284
2011-02-24,0.00027709906160455766
2011-02-25,0.0002886675682713946
2011-02-28,0.00028908360988499915
2011-03-01,0.0002790497310729556
2011-03-02,0.0002826535178892531
2011-03-03,0.00029538839048970367
2011-03-04,0.00029254502605269295
2011-03-07,0.0002830153532620283
2011-03-08,0.0002899564100407037
2011-03-09,0.0002869958464919442
2011-03-10,0.00027242186080211894
2011-03-11,0.0002743829166003131
2011-03-14,0.0002691211436156582
2011-03-15,0.00026207636773833975
2011-03-16,0.00025358439018008383
2011-03-17,0.0002578393129013534
2011-03-18,0.0002639273662965458
2011-03-21,0.00027499116072826624
2011-03-22,0.000267332307988255
2011-03-23,0.00027688708909323623
2011-03-24,0.0002818660774730475
2011-03-25,0.0002852839369784643
2011-03-28,0.00028444778425895656
2011-03-29,0.00028989956365754743
2011-03-30,0.0002963953130610264
2011-03-31,0.00029176480542214556
2011-04-01,0.0002988927103027006
2011-04-04,0.00030021598615448397
2011-04-05,0.00029454475490653387
2011-04-06,0.0002963827952817688
2011-04-07,0.0002924396608183777
2011-04-08,0.00028086660855408674
2011-04-11,0.0002769546108682963
2011-04-12,0.0002691145526139138
2011-04-13,0.0002689299420941538
2011-04-14,0.0002711509701944781
2011-04-15,0.00027525188746202467
2011-04-18,0.00026674738818699417
2011-04-19,0.00026866410063242085
2011-04-20,0.00028029203226842547
2011-04-21,0.0002779742818155295
2011-04-25,0.00027847982781636915
2011-04-26,0.000283139772869756
2011-04-27,0.00028701413133291886
2011-04-28,0.0002880509141349741
2011-04-29,0.00029022933060707246
2011-05-02,0.00028377259204437344
2011-05-03,0.000284103862864038
2011-05-04,0.0002770669769143197
2011-05-05,0.00027484691303159003
2011-05-06,0.0002774246176295847
2011-05-09,0.00028837203179388204
2011-05-10,0.0002961214995540473
2011-05-11,0.00028685180808318833
2011-05-12,0.0002925086769400842
2011-05-13,0.0002850961889495629
2011-05-16,0.000289248795901198
2011-05-17,0.0002800335445203306
2011-05-18,0.00028863551461366654
2011-05-19,0.0002890945588502891
2011-05-20,0.000292185611257878
2011-05-23,0.00027546383973486854
2011-05-24,0.0002723700445790289
2011-05-25,0.00028508421516804106
2011-05-26,0.00029110702551937706
2011-05-27,0.0002940110202822588
2011-05-31,0.0003034563405124313
2011-06-01,0.00028669938088277114
2011-06-02,0.00028688577335800325
2011-06-03,0.0002779180894905142
2011-06-06,0.0002684526732872339
2011-06-07,0.0002696111687745528
2011-06-08,0.00026175205544465285
2011-06-09,0.0002651758019480699
2011-06-10,0.00025721637725495405
2011-06-13,0.0002524668950270037
2011-06-14,0.0002644078432132435
2011-06-15,0.0002477991335207985
2011-06-16,0.000249986514507361
2011-06-17,0.0002507834177458701
2011-06-20,0.00025407930210419316
2011-06-21,0.00026559575266560387
2011-06-22,0.0002546668416061326
2011-06-23,0.00025651093782252943
2011-06-24,0.00024932838076963115
2011-06-27,0.00025449675073407896
2011-06-28,0.0002621302505951828
2011-06-29,0.0002692018851169209
2011-06-30,0.00027541256550778215
2011-07-01,0.00028397710536509635
2011-07-05,0.00028443478173856285
2011-07-06,0.00028650898307325257
2011-07-07,0.00029649650775254166
2011-07-08,0.00029314050480455656
2011-07-11,0.00028309478434929147
2011-07-12,0.00027271911337911625
2011-07-13,0.0002848700691959749
2011-07-14,0.000276770264307169
2011-07-15,0.00027844240782393115
2011-07-18,0.00026947061353288504
2011-07-19,0.00028930547863992295
2011-07-20,0.00028851278835650973
2011-07-21,0.0002944987892381512
2011-07-22,0.00030349682187735816
2011-07-25,0.0002962204669405555
2011-07-26,0.0002924279642486649
2011-07-27,0.0002756353490529495
2011-07-28,0.00027456702452788306
2011-07-29,0.0002670231677195378
2011-08-01,0.0002662805404405333
2011-08-02,0.0002494932721741616
2011-08-03,0.0002544626788785198
2011-08-04,0.00022079859919044154
2011-08-05,0.0002117269018273582
2011-08-08,0.0001628851548385324
2011-08-09,0.00019229712682244937
2011-08-10,0.00015214769672344808
2011-08-11,0.00017976136751407523
2011-08-12,0.00018253728660000412
2011-08-15,0.00019862650765656298
2011-08-16,0.00018762278317518977
2011-08-17,0.00018264323034467012
2011-08-18,0.00015765054844618653
2011-08-19,0.00014822766534794418
2011-08-22,0.00014781761844084862
2011-08-23,0.0001739880867048793
2011-08-24,0.00018036230546014664
2011-08-25,0.00016668218325643913
2011-08-26,0.00017351857654013259
2011-08-29,0.00019945733875514904
2011-08-30,0.00020084218924898423
2011-08-31,0.00020015498380043795
2011-09-01,0.00018686618426322354
2011-09-02,0.0001684645968691445
2011-09-06,0.00016423769338080874
2011-09-07,0.00018669810148663757
2011-09-08,0.00017600781164572865
2011-09-09,0.00016001640663376726
2011-09-12,0.00016364771854582294
2011-09-13,0.00017087653380376544
2011-09-14,0.00018288327008897376
2011-09-15,0.00018936211149300775
2011-09-16,0.0001892450891090025
2011-09-19,0.00017821926069561123
2011-09-20,0.00016732023841981025
2011-09-21,0.00015071389180865147
2011-09-22,0.00013056018076662568
2011-09-23,0.00014076091645476296
2011-09-26,0.00014082572775442337
2011-09-27,0.00015322410306572998
2011-09-28,0.00013194488341405908
2011-09-29,0.00013903893798916656
2011-09-30,0.00012575012074655945
2011-10-03,9.41177335007648e-05
2011-10-04,0.00013129487283181085
2011-10-05,0.0001432244321548648
2011-10-06,0.00015684920535252722
2011-10-07,0.00014589824204502833
2011-10-10,0.00016778774417014475
2011-10-11,0.00017230668266243754
2011-10-12,0.00018355161336192083
2011-10-13,0.0001839277253796734
2011-10-14,0.00019727995627394357
2011-10-17,0.00017864390466626467
2011-10-18,0.00019455562994075137
2011-10-19,0.00018199693847020804
2011-10-20,0.00018411257316230945
2011-10-21,0.00019139245403110294
2011-10-24,0.0002021028341274711
2011-10-25,0.0001881576203479618
2011-10-26,0.0001986950520986852
2011-10-27,0.00022601610034400643
2011-10-28,0.00022327877857031275
2011-10-31,0.000210992914217778
2011-11-01,0.0001898811255849342
2011-11-02,0.0002023173270027101
2011-11-03,0.00021634782425805632
2011-11-04,0.0002197070972267401
2011-11-07,0.00021651150421120313
2011-11-08,0.00021933652694650085
2011-11-09,0.0001934504992564534
2011-11-10,0.00020196538352323934
2011-11-11,0.00020972635533755835
2011-11-14,0.0002016170844194587
2011-11-15,0.00020739868208674572
2011-11-16,0.00019926721133955994
2011-11-17,0.00019084184819950778
2011-11-18,0.0001914586211508862
2011-11-21,0.00016671952383351396
2011-11-22,0.00016239522040573107
2011-11-23,0.0001395016118528325
2011-11-25,0.00013316719918465836
2011-11-28,0.00015597762741892396
2011-11-29,0.00014524004029015103
2011-11-30,0.00017690328535824307
2011-12-01,0.000173052411934993
2011-12-02,0.00017625590402170488
2011-12-05,0.00018972812043860365
2011-12-06,0.00018888296908592395
2011-12-07,0.00019142159121265934
2011-12-08,0.000172343286350074
2011-12-09,0.00018263225495496194
2011-12-12,0.0001746753334497253
2011-12-13,0.0001599841545418812
2011-12-14,0.00015508753855475454
2011-12-15,0.00016277955832766366
2011-12-16,0.00016544880199509393
2011-12-19,0.00015295912828761082
2011-12-20,0.00016867921132512897
2011-12-21,0.00016944037402244483
2011-12-22,0.00017709937214127613
2011-12-23,0.00018578567776939003
2011-12-27,0.0001888663894857867
2011-12-28,0.00017590355228147558
2011-12-29,0.00018325605215196994
2011-12-30,0.0001822780253213363
2012-01-03,0.0001939606425329643
2012-01-04,0.00019078915159020937
2012-01-05,0.00018956476972120662
2012-01-06,0.00018960256225697414
2012-01-09,0.00019344561520395764
2012-01-10,0.00020228822577905703
2012-01-11,0.00019967895119998857
2012-01-12,0.00020524947960809392
2012-01-13,0.00020178704002349335
2012-01-17,0.00020459291551633285
2012-01-18,0.0002167369048844403
2012-01-19,0.00021959334400656338
2012-01-20,0.0002208704074997403
2012-01-23,0.00022104618684237742
2012-01-24,0.00023060182098899595
2012-01-25,0.00023806114451363491
2012-01-26,0.0002376762165487989
2012-01-27,0.00024294657695556054
2012-01-30,0.00023620011813130226
2012-01-31,0.00023571089223328734
2012-02-01,0.00024953018586937326
2012-02-02,0.0002530309448012247
2012-02-03,0.0002617003396814255
2012-02-06,0.00026128181326035005
2012-02-07,0.0002546093235737956
2012-02-08,0.00026327982282881024
2012-02-09,0.0002624406960987091
2012-02-10,0.0002549816541708161
2012-02-13,0.0002631059811943892
2012-02-14,0.0002659979094818965
2012-02-15,0.0002626170621795598
2012-02-16,0.00027273216422774027
2012-02-17,0.0002743071766211358
2012-02-21,0.0002711082919406582
2012-02-22,0.0002672349530004059
2012-02-23,0.0002753366841836691
2012-02-24,0.00027418454919114765
2012-02-27,0.00027508845074519783
2012-02-28,0.00027395057949508583
2012-02-29,0.0002670816454484193
2012-03-01,0.0002694335364332723
2012-03-02,0.00026224216625481134
2012-03-05,0.00026003152740194935
2012-03-06,0.00024914900220363023
2012-03-07,0.00025646834323445056
2012-03-08,0.00026458146672503347
2012-03-09,0.0002711003995252703
2012-03-12,0.0002665019037397798
2012-03-13,0.00028770181724380173
2012-03-14,0.0002839664876916892
2012-03-15,0.0002901397371521952
2012-03-16,0.00029066982270276043
2012-03-19,0.00029463436702670265
2012-03-20,0.00029119835514257453
2012-03-21,0.0002930730859931341
2012-03-22,0.00028399107050680605
2012-03-23,0.000287766440876025
2012-03-26,0.0002984923733420075
2012-03-27,0.0003011604774729726
2012-03-28,0.0002975011850909759
2012-03-29,0.00029678332007376795
2012-03-30,0.00029677827174556803
2012-04-02,0.0003022443042972611
2012-04-03,0.00029618573514422764
2012-04-04,0.00028674146661189504
2012-04-05,0.00028667527639392176
2012-04-09,0.00027609129164529733
2012-04-10,0.0002583294829561211
2012-04-11,0.0002688148422436143
2012-04-12,0.000277559469585853
2012-04-13,0.0002684821538860849
2012-04-16,0.0002695240756964701
2012-04-17,0.0002783745455892106
2012-04-18,0.00027287799819553094
2012-04-19,0.00027043167736362506
2012-04-20,0.00027253400507309955
2012-04-23,0.0002593902904441947
2012-04-24,0.0002633211414111436
2012-04-25,0.0002721331432675722
2012-04-26,0.00027358533365218207
2012-04-27,0.0002780590498032698
2012-04-30,0.0002737548184166272
2012-05-01,0.0002674479862254664
2012-05-02,0.00026869552675856667
2012-05-03,0.0002663182744211401
2012-05-04,0.0002555751260955308
2012-05-07,0.00025769265664332686
2012-05-08,0.0002573639171006281
2012-05-09,0.00025386910924174444
2012-05-10,0.00025624895296050276
2012-05-11,0.0002550397787550729
2012-05-14,0.0002474355562462893
2012-05-15,0.00024466809928247457
2012-05-16,0.00024046723062554065
2012-05-17,0.0002277017577123619
2012-05-18,0.00021966486468327773
2012-05-21,0.00023219647073902117
2012-05-22,0.00022872357812953048
2012-05-23,0.00023205134587223064
2012-05-24,0.0002332998669409836
2012-05-25,0.0002348443294557523
2012-05-29,0.00024131197815058236
2012-05-30,0.00023190286941821014
2012-05-31,0.00023135287320474873
2012-06-01,0.0002215012664503746
2012-06-04,0.00022106120176279553
2012-06-05,0.00022727476926487356
2012-06-06,0.00024130708425085245
2012-06-07,0.00023194130933701373
2012-06-08,0.00023775123943714505
2012-06-11,0.00023100292442235215
2012-06-12,0.00023819026465976556
2012-06-13,0.00023200835253911478
2012-06-14,0.00023792150962043124
2012-06-15,0.0002446695291442591
2012-06-18,0.0002462678856096634
2012-06-19,0.00025625407625873287
2012-06-20,0.0002570296924697679
2012-06-21,0.0002447687814244315
2012-06-22,0.0002525746751107505
2012-06-25,0.00024342311874914202
2012-06-26,0.00024599036562578114
2012-06-27,0.00025288184658567303
2012-06-28,0.0002484235431461368
2012-06-29,0.0002598165678786568
2012-07-02,0.0002642167071769119
2012-07-03,0.00027189790761572574
2012-07-05,0.0002731571507672559
2012-07-06,0.000273813379927379
2012-07-09,0.0002649322555610123
2012-07-10,0.00026444229718380896
2012-07-11,0.00025741002144341607
2012-07-12,0.0002610040645734113
2012-07-13,0.0002691400692018675
2012-07-16,0.0002662881837887099
2012-07-17,0.0002680225004150216
2012-07-18,0.00027262513012593637
2012-07-19,0.00027084812114241963
2012-07-20,0.00026294088100775603
2012-07-23,0.0002527994848757764
2012-07-24,0.00025089290545721177
2012-07-25,0.0002539975988986587
2012-07-26,0.00026065179204670663
2012-07-27,0.00027347110653952456
2012-07-30,0.0002687989640719479
2012-07-31,0.0002659977874526209
2012-08-01,0.0002561075581803962
2012-08-02,0.00025340596569178864
2012-08-03,0.00026701843521870217
2012-08-06,0.0002763819762809927
2012-08-07,0.00028091546792241573
2012-08-08,0.000278260566481503
2012-08-09,0.00027330757896182334
2012-08-10,0.0002726603485498913
2012-08-13,0.0002715903119987484
2012-08-14,0.00027589509701120285
2012-08-15,0.0002823648903946818
2012-08-16,0.0002898221483151886
2012-08-17,0.0002946476278085086
2012-08-20,0.0002943703663882413
2012-08-21,0.000293759073460631
2012-08-22,0.00028466659956705165
2012-08-23,0.00028196570096916673
2012-08-24,0.0002853106571631958
2012-08-27,0.0002850736585908731
2012-08-28,0.000286442166463452
2012-08-29,0.00028886265319250093
2012-08-30,0.0002825944133866276
2012-08-31,0.0002860643392541551
2012-09-04,0.00028952564046003104
2012-09-05,0.00028920126098630483
2012-09-06,0.0003001889835800853
2012-09-07,0.0002962490916569305
2012-09-10,0.00029289750393979297
2012-09-11,0.00028926832521447565
2012-09-12,0.0002905250311673324
2012-09-13,0.00029831529835111503
2012-09-14,0.0003104282924755175
2012-09-17,0.00030776974233637233
2012-09-18,0.0003144223988646999
2012-09-19,0.0003151780965462425
2012-09-20,0.00031270308498876354
2012-09-21,0.00031661286583872794
2012-09-24,0.0003212889855390699
2012-09-25,0.000314812331102976
2012-09-26,0.00031609233242280155
2012-09-27,0.0003226515365566396
2012-09-28,0.00032013418769349933
2012-10-01,0.00032088405553043486
2012-10-02,0.00032228860024297035
2012-10-03,0.0003231877881153533
2012-10-04,0.0003261322077454665
2012-10-05,0.00032633640193102664
2012-10-08,0.0003226489118512976
2012-10-09,0.00031496841940481524
2012-10-10,0.000314220615484917
2012-10-11,0.0003233582827635306
2012-10-12,0.0003125515400113077
2012-10-15,0.0003223037550901253
2012-10-16,0.00032745192212968455
2012-10-17,0.0003210904993302677
2012-10-18,0.00031510494429154434
2012-10-19,0.0003034509911539196
2012-10-22,0.00030344950485106104
2012-10-23,0.00029951665202210265
2012-10-24,0.0002979908054261404
2012-10-25,0.00031202113047545943
2012-10-26,0.00031072079647609385
2012-10-31,0.00031780087969202064
2012-11-01,0.0003248109526214904
2012-11-02,0.0003167876068643771
2012-11-05,0.00032162334282404004
2012-11-06,0.0003258760803861449
2012-11-07,0.00031124028877904664
2012-11-08,0.00030293426750294117
2012-11-09,0.0003029313718527771
2012-11-12,0.00030028472796517214
2012-11-13,0.00030062823772003533
2012-11-14,0.0002899343397151366
2012-11-15,0.0002852001684710004
2012-11-16,0.00028844854104481676
2012-11-19,0.000299819979691307
2012-11-20,0.0003012237796706785
2012-11-21,0.00030561315963173463
2012-11-23,0.0003127824555044789
2012-11-26,0.00031535523953585276
2012-11-27,0.000315350223854427
2012-11-28,0.0003246965415646397
2012-11-29,0.0003314483082015318
2012-11-30,0.00033190391732085267
2012-12-03,0.0003309415474570532
2012-12-04,0.00032480073342489035
2012-12-05,0.0003241114906982201
2012-12-06,0.0003220623833684044
2012-12-07,0.00032192933930375034
2012-12-10,0.00032473987362990897
2012-12-11,0.0003312444513594581
2012-12-12,0.0003226256164736707
2012-12-13,0.0003155489824642199
2012-12-14,0.0003155218069013088
2012-12-17,0.00032904878174222496
2012-12-18,0.00034311455664237656
2012-12-19,0.0003496073269155797
2012-12-20,0.0003518233511246027
2012-12-21,0.00034138599492217203
2012-12-24,0.00034583594268378093
2012-12-26,0.0003492745970516964
2012-12-27,0.00034765096616085067
2012-12-28,0.0003454073342952224
2012-12-31,0.0003610110705587477
2013-01-02,0.00038006817974256535
2013-01-03,0.0003817914961177227
2013-01-04,0.0003864474719694755
2013-01-07,0.00038567991997506823
2013-01-08,0.0003853781285407809
2013-01-09,0.000383043182383469
2013-01-10,0.0003850412399972747
2013-01-11,0.00038627338639818376
2013-01-14,0.0003859472460330249
2013-01-15,0.0003868463222829188
2013-01-16,0.00038577397779437916
2013-01-17,0.00038395651059408564
2013-01-18,0.0003783100573735432
2013-01-22,0.000388754142970571
2013-01-23,0.00038211351248551573
2013-01-24,0.0003835192716155067
2013-01-25,0.00038624379106066975
2013-01-28,0.0003891358007308554
2013-01-29,0.000390484212508424
2013-01-30,0.00038420618903756143
2013-01-31,0.00038688581129364685
2013-02-01,0.00039328685999362456
2013-02-04,0.00038054848675406205
2013-02-05,0.00039295270619454925
2013-02-06,0.00039470711747058296
2013-02-07,0.00039251596942113665
2013-02-08,0.0003966834646915718
2013-02-11,0.00039643541808942473
2013-02-12,0.00039957873884799433
2013-02-13,0.0004002311410775672
2013-02-14,0.0004010290989693299
2013-02-15,0.00039950018333656523
2013-02-19,0.0004046424516823688
2013-02-20,0.0003955075543073949
2013-02-21,0.00038933101244942314
2013-02-22,0.0003947600903502213
2013-02-25,0.00038461023679081663
2013-02-26,0.00038712014459885147
2013-02-27,0.000391765438320979
2013-02-28,0.00039216667689911944
2013-03-01,0.0003931916834098992
2013-03-04,0.0003940213018938099
2013-03-05,0.0003997294494695325
2013-03-06,0.0004003376161518801
2013-03-07,0.00040367017048414944
2013-03-08,0.00040927783809685536
2013-03-11,0.0004098396331990717
2013-03-12,0.00040845873371275765
2013-03-13,0.00040977741917891386
2013-03-14,0.0004142399484283743
2013-03-15,0.00041292959872851753
2013-03-18,0.00040855287488161807
2013-03-19,0.00040703937931851897
2013-03-20,0.00041120368599978363
2013-03-21,0.0004071045589053579
2013-03-22,0.00040983738546795934
2013-03-25,0.00040894446974659715
2013-03-26,0.00041001893198133743
